serialNumber,iaq,timestamp,eVOC,bearing,pressure,humidity,altitude,batteryPercent,eCO2,deviceId,luminance,iaqAccuracy,temperature,userId
wthsftyK5vgu,179.3088,1599699618284,6.616211,-29,97363,52.21195,335.2121,97,1958.518,UefkqbOojs07AR21i0ix,0,3,24.01485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1600961715226,0.5,-98,95722,46.5869,477.2939,-12,500,UefkqbOojs07AR21i0ix,72,1,25.01985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1601891423728,0.5,-166,96056,43.95489,448.2165,91,500,I1t2t86ZQoGIAv1i30r9,244,2,21.87985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,120.706,1599110418575,4.796217,105,97416,50.67294,330.656,97,1745.707,fFrU8brLxN5Wea7PQwJg,346,3,21.50985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1600552208316,0.5,152,96821,59.50152,381.9237,83,500,I1t2t86ZQoGIAv1i30r9,0,2,24.33485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598346612578,0.5,179,96755,46.3445,387.6267,97,500,SAGvj9Ar25aG4i3Xxta1,884,0,22.23,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,32.65366,1599755716834,0.644143,113,96905,30.24674,374.6707,97,567.0295,fFrU8brLxN5Wea7PQwJg,3641,3,32.64985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598402711989,0.5,-46,96490,42.5548,410.5546,97,500,UefkqbOojs07AR21i0ix,0,0,25.59061,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,61.08598,1599879316059,0.893888,-139,97045,52.33695,362.5931,97,653.7327,So15xXTTj0GAoVeomUCA,0,3,23.24985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,161.852,1600707003269,1.234331,133,96654,40.28484,396.3593,97,847.8106,fFrU8brLxN5Wea7PQwJg,428,1,29.18985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,159.0704,1599019518205,24.91691,107,96858,59.06351,378.7283,97,2835.725,fFrU8brLxN5Wea7PQwJg,0,3,23.19985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,81.19835,1601582117190,1.48665,-18,95814,53.56697,469.2759,86,970.8528,UefkqbOojs07AR21i0ix,1,3,23.04985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1598688317444,1000,106,96031,56.20948,450.3899,97,5327.125,fFrU8brLxN5Wea7PQwJg,411,2,24.61985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,115.2725,1599196817506,2.892596,103,97818,53.30695,296.1607,97,1411.188,fFrU8brLxN5Wea7PQwJg,376,3,23.04985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,171.5515,1600968906955,1.597418,137,95810,40.74084,469.6248,97,1018.393,fFrU8brLxN5Wea7PQwJg,76,1,28.82985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,41.98647,1598622317527,0.560483,-35,95839,47.9694,467.0985,97,530.2165,UefkqbOojs07AR21i0ix,352,1,26.45985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1600659012650,0.5,80,96674,56.46499,394.6297,97,500,gbeSfksDVEIUEEz60y87,0,1,23.52485,U6rvFKB7l8gOFQca1lMf8zP0i8X2
dFp6ndvpmcg,25,1599682518763,0.5,69,97276,56.1525,342.6958,97,500,gbeSfksDVEIUEEz60y87,86,0,24.895,U6rvFKB7l8gOFQca1lMf8zP0i8X2
dFp6ndvpmcg,25,1599691220706,0.5,69,97267,55.322,343.4707,97,500,gbeSfksDVEIUEEz60y87,0,0,23.595,U6rvFKB7l8gOFQca1lMf8zP0i8X2
wthsftyK5vgu,25,1600101915518,0.5,-113,97467,47.7569,326.2731,97,500,UefkqbOojs07AR21i0ix,88,1,27.14985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,106.9081,1599836718184,2.322675,112,97112,27.77721,356.818,97,1266.025,fFrU8brLxN5Wea7PQwJg,17276,3,36.40985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,61.9243,1600652712099,0.638059,80,96664,56.07499,395.4942,97,564.5186,gbeSfksDVEIUEEz60y87,0,1,24.06485,U6rvFKB7l8gOFQca1lMf8zP0i8X2
wthsftyK5vgu,278.444,1599703219130,284.737,-27,97343,53.33247,336.9323,97,4447.229,UefkqbOojs07AR21i0ix,0,2,23.89985,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,119.428,1598600416419,2.538647,159,96000,44.73639,453.0858,97,1324.842,SAGvj9Ar25aG4i3Xxta1,792,3,26.47985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1599168919007,0.5,103,97753,45.81989,301.7302,97,500,fFrU8brLxN5Wea7PQwJg,40,2,24.03985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,33.31191,1601945417076,0.560311,-174,96492,54.88298,410.382,88,530.1353,I1t2t86ZQoGIAv1i30r9,0,3,21.59985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,250,1601684118836,39.64362,-159,94165,58.53852,613.9378,85,3142.929,I1t2t86ZQoGIAv1i30r9,0,2,22.04485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,26.36196,1601398518592,0.512944,-47,97165,49.23143,352.2518,108,506.7629,UefkqbOojs07AR21i0ix,11,3,22.56985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601368732008,0.5,-30,97169,37.49295,351.9075,41,500,UefkqbOojs07AR21i0ix,901,0,26.89012,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,45.17505,1600338917111,0.614609,107,97297,51.47594,340.8894,97,554.6102,fFrU8brLxN5Wea7PQwJg,1262,3,24.66485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1602057020646,0.5,-174,96823,53.03147,381.7515,77,500,I1t2t86ZQoGIAv1i30r9,173,2,23.89985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,60.8814,1600105521194,0.63368,-113,97467,48.90791,326.2731,97,562.6963,UefkqbOojs07AR21i0ix,3,1,26.86985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,47.66613,1600197315527,0.706636,-114,97182,47.86941,350.7881,97,591.5316,UefkqbOojs07AR21i0ix,0,3,27.00485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,27.47311,1601470514568,0.525354,-21,96661,48.08492,395.7538,96,513.0886,UefkqbOojs07AR21i0ix,650,3,23.96985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,42.55875,1600958114891,0.561468,-99,95816,46.1564,469.1023,-1,530.6808,UefkqbOojs07AR21i0ix,136,1,25.11485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,31.9305,1600210219272,0.523414,122,97297,41.18935,340.8894,97,512.1098,fFrU8brLxN5Wea7PQwJg,72,1,29.92485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1600086611661,0.5,-141,97660,47.01539,309.705,97,500,So15xXTTj0GAoVeomUCA,1915,1,28.53985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,246.097,1602378322953,8.103445,151,97382,61.44854,333.5784,49,2092.655,I1t2t86ZQoGIAv1i30r9,0,3,22.39985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598443216773,0.5,-43,96823,36.98237,381.7515,97,500,UefkqbOojs07AR21i0ix,756,0,27.67061,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,82.65967,1600435214895,1.143512,110,97300,50.10242,340.6306,97,797.2531,fFrU8brLxN5Wea7PQwJg,2326,3,26.06485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25.59491,1599448814599,0.504819,106,97208,56.286,348.5488,97,502.538,fFrU8brLxN5Wea7PQwJg,0,3,19.20485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,137.3041,1599695416895,2.468948,111,97379,50.74043,333.8365,97,1306.426,fFrU8brLxN5Wea7PQwJg,0,3,24.17985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,241.2134,1600161317157,342.6166,-141,97576,23.59869,316.9126,97,4569.643,So15xXTTj0GAoVeomUCA,5357,3,42.02485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,202.2395,1599718814142,293.5338,110,97289,54.79647,341.5774,97,4467.357,fFrU8brLxN5Wea7PQwJg,670,3,23.74985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,116.9647,1600726519241,2.578487,132,96724,51.15694,390.3063,97,1335.143,fFrU8brLxN5Wea7PQwJg,0,3,25.41485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,242.4772,1602045320936,5.308211,-174,96595,61.92004,401.464,78,1812.804,I1t2t86ZQoGIAv1i30r9,0,3,21.92985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1602942322258,0.5,153,97006,37.52734,365.9558,64,500,I1t2t86ZQoGIAv1i30r9,790,1,25.58985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1599437119581,0.5,104,97248,58.54652,345.1059,97,500,fFrU8brLxN5Wea7PQwJg,0,2,20.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1601416223026,0.5,111,97155,36.59031,353.1133,93,500,fFrU8brLxN5Wea7PQwJg,84,1,27.56485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599690626713,0.5,-138,97365,45.8055,335.0397,97,500,So15xXTTj0GAoVeomUCA,0,0,24.845,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,138.4933,1599696315276,2.469418,112,97379,51.14093,333.8365,97,1306.552,fFrU8brLxN5Wea7PQwJg,0,3,24.05485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,165.0261,1599992708369,126.7863,-143,97790,28.46272,298.5595,97,3912.008,So15xXTTj0GAoVeomUCA,4985,3,36.07485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25.55808,1599216608694,0.505631,105,97727,52.80345,303.9589,97,502.9636,fFrU8brLxN5Wea7PQwJg,884,3,24.34485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,249.2693,1601758515711,2.198495,-57,94779,56.3735,559.8361,68,1229.676,UefkqbOojs07AR21i0ix,0,1,22.25985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,36.91249,1601722515076,0.540919,-30,95014,54.00848,539.2037,73,520.8149,UefkqbOojs07AR21i0ix,936,1,22.60985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598451312054,0.5,144,96816,33.575,382.3561,97,500,SAGvj9Ar25aG4i3Xxta1,1272,0,28.24,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598840416010,0.5,104,96936,58.86203,371.9951,97,500,fFrU8brLxN5Wea7PQwJg,0,2,17.19485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,49.73408,1599207616509,0.831625,103,97825,49.19892,295.5611,97,634.6278,fFrU8brLxN5Wea7PQwJg,900,3,23.77485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,59.82744,1600055115161,0.629285,-111,97771,47.46541,300.1877,97,560.8547,UefkqbOojs07AR21i0ix,0,1,25.55485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598377511036,0.5,169,96412,34.863,417.3136,97,500,SAGvj9Ar25aG4i3Xxta1,412,0,27.02,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1598557217106,0.5,-34,96525,35.82279,407.524,97,500,UefkqbOojs07AR21i0ix,61,0,27.64485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,28.48778,1601978722146,0.526476,-173,96354,50.55095,422.3423,85,513.6535,I1t2t86ZQoGIAv1i30r9,201,3,21.69985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1603317617378,0.5,100,96840,48.33593,380.2826,60,500,fFrU8brLxN5Wea7PQwJg,0,1,25.05985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,31.98992,1601507422444,0.577816,-32,96408,52.77447,417.6601,95,538.2755,UefkqbOojs07AR21i0ix,0,2,21.33985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,170.3153,1598716215150,20.52133,106,95965,53.37095,456.1303,97,2707.334,fFrU8brLxN5Wea7PQwJg,273,3,24.66485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,241.0439,1598806218809,3.893127,-149,96637,45.9054,397.83,97,1607.701,SAGvj9Ar25aG4i3Xxta1,146,3,25.75485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,30.88764,1599393916759,0.542345,103,97026,43.69887,364.2314,97,521.5114,fFrU8brLxN5Wea7PQwJg,1817,3,24.27485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,214.44,1601699116422,22.12268,0,94314,62.49105,600.7827,77,2757.04,UefkqbOojs07AR21i0ix,0,3,21.38985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601969116117,0.5,-8,96304,50.14345,426.6791,55,500,UefkqbOojs07AR21i0ix,682,2,21.18485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599676526174,0.5,70,97212,54.783,348.2045,97,500,gbeSfksDVEIUEEz60y87,87,0,24.82,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,99.25122,1600077917223,0.939462,107,97812,64.20805,296.6745,97,667.2274,fFrU8brLxN5Wea7PQwJg,803,3,23.51985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599720630252,0.5,-140,97292,41.4015,341.3192,97,500,So15xXTTj0GAoVeomUCA,3450,0,26.765,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,177.1189,1600707898712,1.593662,131,96656,41.77785,396.1864,97,1016.835,fFrU8brLxN5Wea7PQwJg,185,1,28.77485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,81.37545,1601584808602,1.442435,-15,95770,52.64496,473.1099,86,950.8794,UefkqbOojs07AR21i0ix,1,3,23.64485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,131.2261,1598985312281,49.78351,105,96815,47.7519,382.4417,97,3293.596,fFrU8brLxN5Wea7PQwJg,17,3,24.43985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599687318321,0.5,68,97278,55.335,342.5237,97,500,gbeSfksDVEIUEEz60y87,0,0,24.3,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,227.7732,1603431915969,10.9673,102,96830,62.79656,381.1464,98,2292.853,fFrU8brLxN5Wea7PQwJg,3,3,21.95485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,43.17992,1598626815224,0.589274,107,95925,47.7784,459.6115,97,543.4715,fFrU8brLxN5Wea7PQwJg,512,3,26.58485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,46.61028,1599939616109,0.861741,-139,97443,45.87739,328.3354,97,644.041,So15xXTTj0GAoVeomUCA,0,3,25.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598345711792,0.5,177,96763,47.1695,386.9351,97,500,SAGvj9Ar25aG4i3Xxta1,866,0,21.835,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,221.659,1598864717428,52.34922,104,97032,50.41443,363.7137,97,3326.84,fFrU8brLxN5Wea7PQwJg,2056,3,23.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,216.5381,1601055010637,40.23986,158,95533,47.08342,493.7842,92,3152.805,So15xXTTj0GAoVeomUCA,5,3,20.83485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1600551312442,0.5,154,96837,60.70403,380.5418,83,500,I1t2t86ZQoGIAv1i30r9,0,2,24.59985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,229.6655,1601016607940,11.29622,130,95680,50.10245,480.956,88,2312.401,fFrU8brLxN5Wea7PQwJg,240,3,21.10485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1603352721915,0.5,101,97122,55.45849,355.9568,99,500,fFrU8brLxN5Wea7PQwJg,776,2,21.59985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,34.16938,1600262414930,0.535576,108,97138,48.3969,354.5779,97,518.1879,fFrU8brLxN5Wea7PQwJg,2439,1,27.81485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,42.33695,1599733818725,0.911548,-25,97155,48.63442,353.1133,97,658.9093,UefkqbOojs07AR21i0ix,783,3,23.95485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,106.9017,1599838515321,2.250007,110,96858,30.60575,378.7283,97,1244.997,fFrU8brLxN5Wea7PQwJg,4604,3,33.51485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,150.234,1600067716838,1.143178,-112,97808,47.2214,297.017,97,797.0596,UefkqbOojs07AR21i0ix,815,1,26.54985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,28.31522,1603384223786,0.526369,101,97108,51.62297,357.1625,99,513.5994,fFrU8brLxN5Wea7PQwJg,23,3,22.01985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,26.72394,1601987720238,0.512321,-173,96139,50.25594,441.0033,85,506.4418,I1t2t86ZQoGIAv1i30r9,707,2,22.49485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,37.68096,1599337214429,0.600512,103,97091,47.9154,358.6282,97,548.4702,fFrU8brLxN5Wea7PQwJg,40,3,25.10985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598398213467,0.5,-48,96477,37.597,411.681,97,500,UefkqbOojs07AR21i0ix,0,0,26.51561,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,32.77864,1599274218688,0.574169,104,97177,55.53547,351.2183,97,536.6002,fFrU8brLxN5Wea7PQwJg,0,3,22.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598313313869,0.5,178,96908,41.522,374.4116,97,500,SAGvj9Ar25aG4i3Xxta1,0,0,22.18,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,246.9758,1601049613540,112.1756,159,95523,49.10193,494.6576,93,3831.012,So15xXTTj0GAoVeomUCA,45,3,21.26485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,259.9552,1599607211867,59.0829,103,97829,52.72145,295.2186,97,3406.888,fFrU8brLxN5Wea7PQwJg,0,2,22.03485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,134.1775,1598706015945,10.55373,-30,95972,52.83295,455.5219,97,2267.425,UefkqbOojs07AR21i0ix,848,3,25.10985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,92.55527,1600182916534,1.572115,-112,97167,38.94483,352.0802,97,1007.83,UefkqbOojs07AR21i0ix,387,3,28.03985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,118.5781,1599000614084,14.91115,106,96869,54.23846,377.7787,97,2496.07,fFrU8brLxN5Wea7PQwJg,0,3,23.49485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,246.7004,1600487119700,455.2104,109,97077,63.95855,359.8343,97,4757.615,fFrU8brLxN5Wea7PQwJg,0,3,23.97985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1599321017436,0.5,104,96920,41.58934,373.3758,97,500,fFrU8brLxN5Wea7PQwJg,2263,2,28.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1599441616668,0.5,103,97214,57.81701,348.0324,97,500,fFrU8brLxN5Wea7PQwJg,0,2,19.91485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,177.5695,1601709321428,6.950989,-159,94798,62.43655,558.1664,83,1991.172,I1t2t86ZQoGIAv1i30r9,20,3,21.82985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,93.06958,1601611815458,1.402812,-12,94963,57.12251,543.678,84,932.4536,UefkqbOojs07AR21i0ix,0,3,21.51985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598524517082,0.5,103,96944,37.30132,371.3046,97,500,fFrU8brLxN5Wea7PQwJg,1906,1,25.58485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,221.584,1601432423137,139.533,112,97032,52.02546,363.7137,101,3975.382,fFrU8brLxN5Wea7PQwJg,0,3,23.03985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,108.0998,1601937612648,1.167587,-8,96392,55.69749,419.0475,57,811.0363,UefkqbOojs07AR21i0ix,0,3,21.18485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1598614213466,0.5,-36,95837,40.81334,467.2732,97,500,UefkqbOojs07AR21i0ix,1377,1,27.03485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1600531515479,0.5,159,96866,56.24599,378.0379,85,500,I1t2t86ZQoGIAv1i30r9,117,1,25.44485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,30.35419,1601468423199,0.579169,113,96736,49.08493,389.269,102,538.8945,fFrU8brLxN5Wea7PQwJg,1186,3,23.91985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,47.54629,1599535218609,0.704254,104,97825,56.73951,295.5611,97,590.6379,fFrU8brLxN5Wea7PQwJg,0,3,17.49985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,42.0379,1599231017014,0.681253,104,97471,45.78738,325.9291,97,581.8514,fFrU8brLxN5Wea7PQwJg,1924,3,26.38985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,217.3691,1600821912115,1.780913,-179,96368,53.55697,421.1278,93,1090.326,I1t2t86ZQoGIAv1i30r9,0,1,23.84985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25.71159,1599906015689,0.50712,110,97302,56.53748,340.4587,97,503.7413,fFrU8brLxN5Wea7PQwJg,810,3,23.92985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599710425542,0.5,69,97212,55.7165,348.2045,97,500,gbeSfksDVEIUEEz60y87,0,0,22.805,U6rvFKB7l8gOFQca1lMf8zP0i8X2
VFC7uk23p7z,59.89094,1600301417207,0.826594,-136,97232,48.63042,346.483,97,633.0222,So15xXTTj0GAoVeomUCA,0,2,24.53485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,249.9923,1601555417134,1000,-156,95821,24.3597,468.6662,99,5349.101,I1t2t86ZQoGIAv1i30r9,510,2,37.29485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,83.0554,1602616524214,1.261296,103,96294,45.96841,427.5463,99,862.1064,fFrU8brLxN5Wea7PQwJg,38,3,20.99485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,109.5275,1601938514327,1.174178,-8,96402,55.75,418.18,57,814.7601,UefkqbOojs07AR21i0ix,0,3,21.16985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,241.2323,1601030712367,242.7683,178,95551,42.35487,492.2128,102,4341.742,So15xXTTj0GAoVeomUCA,235,3,25.30985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,53.57457,1601562315736,0.797776,-16,95802,49.77493,470.3214,88,623.6323,UefkqbOojs07AR21i0ix,114,3,23.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,32.33515,1600261511524,0.528567,110,97153,49.07091,353.2855,97,514.702,fFrU8brLxN5Wea7PQwJg,2477,1,27.79485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,26.68301,1599168020174,0.522917,103,97745,45.54789,302.4161,97,511.8583,fFrU8brLxN5Wea7PQwJg,39,2,24.21985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598378413682,0.5,169,96410,35.9295,417.4868,97,500,SAGvj9Ar25aG4i3Xxta1,237,0,26.99,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,73.51543,1602189320572,1.052351,-173,97537,46.39741,320.2605,63,742.2947,I1t2t86ZQoGIAv1i30r9,863,3,24.92485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,132.9774,1598704519064,11.79014,106,96070,53.08295,446.999,97,2340.712,fFrU8brLxN5Wea7PQwJg,407,3,25.10485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,69.96802,1600055416647,0.773133,108,97808,60.87653,297.017,97,615.3295,fFrU8brLxN5Wea7PQwJg,0,3,20.97985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1600783217806,0.5,115,96380,45.55638,420.0878,97,500,fFrU8brLxN5Wea7PQwJg,2448,1,27.31985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,44.8521,1598645417115,0.735391,106,95900,52.79044,461.7873,97,602.0861,fFrU8brLxN5Wea7PQwJg,65,3,25.16485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,220.3231,1601702121221,19.47708,-159,94447,61.64005,589.0547,83,2672.784,I1t2t86ZQoGIAv1i30r9,0,3,21.91485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,143.762,1598982610977,100.8784,106,96779,44.38437,385.5526,97,3760.791,fFrU8brLxN5Wea7PQwJg,137,3,25.09985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,191.8696,1601443222059,33.96682,111,96989,52.80398,367.4222,100,3040.692,fFrU8brLxN5Wea7PQwJg,5,3,22.84985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1600504217116,574.2225,110,97208,63.82755,348.5488,97,4911.261,fFrU8brLxN5Wea7PQwJg,1334,2,24.61485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,51.65306,1599736515879,1.223461,-27,97122,44.55089,355.9568,97,841.9589,UefkqbOojs07AR21i0ix,852,3,24.07485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,73.28644,1601755220932,1.046689,-159,94780,27.7522,559.748,100,738.7256,I1t2t86ZQoGIAv1i30r9,6,3,34.54485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,42.6799,1599595516363,0.688604,104,97861,48.12841,292.4777,97,584.6913,fFrU8brLxN5Wea7PQwJg,35,3,23.47485,ztx11HwFoJPuDJd1p7lLilvvkjg2
