iter	Passed	Remaining
1706	3347	16262
1707	3348	16256
1708	3349	16250
1709	3350	16244
1710	3352	16241
1711	3353	16235
1712	3355	16231
1713	3356	16226
1714	3357	16220
1715	3358	16213
1716	3359	16208
1717	3361	16203
1718	3362	16197
1719	3363	16191
1720	3364	16185
1721	3365	16179
1722	3366	16172
1723	3367	16166
1724	3368	16160
1725	3369	16153
1726	3370	16147
1727	3371	16141
1728	3373	16135
1729	3374	16129
1730	3375	16123
1731	3376	16117
1732	3377	16111
1733	3378	16106
1734	3379	16101
1735	3381	16095
1736	3382	16089
1737	3383	16083
1738	3384	16077
1739	3385	16071
1740	3386	16065
1741	3387	16059
1742	3388	16053
1743	3389	16047
1744	3390	16041
1745	3391	16035
1746	3392	16028
1747	3394	16023
1748	3395	16017
1749	3396	16011
1750	3397	16005
1751	3398	15999
1752	3399	15993
1753	3400	15987
1754	3401	15981
1755	3402	15975
1756	3403	15968
1757	3404	15963
1758	3405	15957
1759	3407	15951
1760	3408	15945
1761	3409	15938
1762	3410	15932
1763	3411	15927
1764	3412	15920
1765	3413	15915
1766	3414	15909
1767	3415	15903
1768	3416	15896
1769	3417	15890
1770	3418	15884
1771	3419	15878
1772	3420	15872
1773	3421	15866
1774	3422	15860
1775	3423	15855
1776	3424	15848
1777	3426	15843
1778	3427	15839
1779	3432	15849
1780	3433	15846
1781	3437	15851
1782	3438	15848
1783	3440	15846
1784	3444	15850
1785	3446	15849
1786	3448	15847
1787	3451	15852
1788	3453	15850
1789	3455	15848
1790	3459	15855
1791	3460	15851
1792	3465	15862
1793	3467	15862
1794	3469	15857
1795	3470	15852
1796	3472	15849
1797	3473	15844
1798	3474	15838
1799	3476	15838
1800	3477	15833
1801	3480	15831
1802	3481	15828
1803	3482	15823
1804	3483	15817
1805	3485	15812
1806	3486	15807
1807	3487	15802
1808	3488	15796
1809	3490	15795
1810	3492	15793
1811	3493	15788
1812	3495	15783
1813	3496	15777
1814	3497	15771
1815	3498	15766
1816	3500	15762
1817	3501	15757
1818	3502	15750
1819	3503	15745
1820	3505	15744
1821	3506	15740
1822	3508	15735
1823	3509	15729
1824	3510	15723
1825	3511	15717
1826	3512	15713
1827	3513	15708
1828	3514	15702
1829	3515	15696
1830	3516	15690
1831	3519	15692
1832	3520	15687
1833	3522	15684
1834	3523	15679
1835	3524	15673
1836	3526	15668
1837	3527	15665
1838	3528	15660
1839	3530	15654
1840	3531	15649
1841	3532	15645
1842	3534	15644
1843	3535	15639
1844	3536	15633
1845	3537	15627
1846	3539	15622
1847	3540	15618
1848	3541	15613
1849	3542	15608
1850	3544	15602
1851	3545	15597
1852	3546	15591
1853	3548	15591
1854	3549	15586
1855	3550	15580
1856	3552	15575
1857	3553	15570
1858	3554	15565
1859	3555	15559
1860	3556	15554
1861	3557	15548
1862	3558	15543
1863	3559	15537
1864	3561	15533
1865	3562	15528
1866	3563	15522
1867	3564	15516
1868	3565	15512
1869	3566	15506
1870	3567	15501
1871	3568	15495
1872	3570	15490
1873	3571	15485
1874	3572	15479
1875	3573	15474
1876	3574	15469
1877	3575	15465
1878	3577	15460
1879	3578	15454
1880	3579	15449
1881	3580	15444
1882	3581	15440
1883	3582	15434
1884	3584	15429
1885	3585	15425
1886	3586	15420
1887	3587	15415
1888	3589	15413
1889	3591	15411
1890	3593	15409
1891	3647	15632
1892	3654	15651
1893	3659	15663
1894	3668	15691
1895	3672	15698
1896	3674	15696
1897	3676	15694
1898	3689	15741
1899	3692	15742
1900	3694	15739
1901	3695	15734
1902	3696	15728
1903	3697	15722
1904	3701	15727
1905	3702	15722
1906	3703	15717
1907	3704	15711
1908	3705	15706
1909	3707	15702
1910	3708	15697
1911	3709	15691
1912	3710	15686
1913	3711	15681
1914	3715	15685
1915	3716	15680
1916	3717	15674
1917	3718	15669
1918	3719	15663
1919	3721	15659
1920	3722	15654
1921	3723	15649
1922	3724	15643
1923	3725	15638
1924	3726	15632
1925	3730	15636
1926	3731	15631
1927	3732	15625
1928	3733	15620
1929	3734	15616
1930	3736	15611
1931	3737	15606
1932	3738	15601
1933	3739	15595
1934	3740	15590
1935	3743	15594
1936	3745	15589
1937	3746	15583
1938	3747	15577
1939	3748	15573
1940	3749	15569
1941	3750	15564
1942	3752	15558
1943	3753	15552
1944	3754	15547
1945	3756	15547
1946	3758	15544
1947	3759	15539
1948	3760	15534
1949	3761	15529
1950	3763	15527
1951	3764	15522
1952	3766	15517
1953	3767	15511
1954	3768	15506
1955	3769	15502
1956	3771	15502
1957	3773	15497
1958	3774	15491
1959	3775	15486
1960	3777	15483
1961	3778	15478
1962	3779	15473
1963	3780	15468
1964	3781	15463
1965	3782	15457
1966	3784	15454
1967	3786	15452
1968	3787	15448
1969	3788	15442
1970	3790	15440
1971	3791	15435
1972	3792	15429
1973	3793	15424
1974	3794	15419
1975	3795	15413
1976	3797	15410
1977	3798	15405
1978	3800	15404
1979	3801	15399
1980	3802	15393
1981	3804	15389
1982	3805	15385
1983	3806	15380
1984	3807	15374
1985	3808	15369
1986	3809	15364
1987	3811	15361
1988	3812	15356
1989	3814	15352
1990	3816	15350
1991	3817	15346
1992	3818	15342
1993	3820	15338
1994	3821	15332
1995	3822	15326
1996	3825	15329
1997	3826	15325
1998	3827	15320
1999	3829	15318
2000	3832	15322
2001	3834	15320
2002	3836	15317
2003	3839	15320
2004	3841	15317
2005	3843	15316
2006	3846	15319
2007	3848	15318
2008	3850	15316
2009	3853	15317
2010	3855	15316
2011	3860	15326
2012	3863	15327
2013	3864	15323
2014	3865	15319
2015	3867	15317
2016	3869	15312
2017	3869	15307
2018	3870	15301
2019	3872	15296
2020	3874	15297
2021	3875	15292
2022	3876	15287
2023	3877	15281
2024	3879	15276
2025	3880	15271
2026	3881	15268
2027	3882	15263
2028	3883	15257
2029	3884	15252
2030	3885	15247
2031	3887	15242
2032	3888	15238
2033	3889	15233
2034	3890	15228
2035	3891	15222
2036	3892	15218
2037	3893	15212
2038	3895	15209
2039	3896	15205
2040	3897	15199
2041	3898	15194
2042	3899	15189
2043	3900	15184
2044	3902	15180
2045	3903	15175
2046	3904	15169
2047	3905	15164
2048	3907	15161
2049	3908	15156
2050	3909	15151
2051	3910	15146
2052	3911	15141
2053	3912	15137
2054	3914	15132
2055	3915	15128
2056	3916	15122
2057	3917	15118
2058	3918	15113
2059	3919	15108
2060	3920	15103
2061	3922	15100
2062	3924	15097
2063	3925	15092
2064	3926	15087
2065	3927	15082
2066	3928	15076
2067	3929	15073
2068	3930	15068
2069	3932	15063
2070	3933	15058
2071	3934	15052
2072	3935	15048
2073	3936	15044
2074	3937	15039
2075	3938	15034
2076	3939	15029
2077	3940	15024
2078	3942	15019
2079	3943	15015
2080	3944	15010
2081	3945	15005
2082	3946	15000
2083	3947	14995
2084	3948	14990
2085	3950	14985
2086	3951	14981
2087	3952	14976
2088	3953	14971
2089	3954	14966
2090	3955	14961
2091	3956	14956
2092	3957	14951
2093	3958	14946
2094	3959	14940
2095	3960	14935
2096	3961	14930
2097	3962	14925
2098	3964	14921
2099	3965	14916
2100	3966	14911
2101	3967	14906
2102	3968	14901
2103	3969	14896
2104	3970	14891
2105	3971	14886
2106	3972	14881
2107	3973	14876
2108	3974	14871
2109	3975	14866
2110	3976	14861
2111	3977	14857
2112	3979	14852
2113	3980	14847
2114	3981	14841
2115	3982	14837
2116	3983	14832
2117	3984	14827
2118	3985	14822
2119	3986	14818
2120	3987	14812
2121	3988	14807
2122	3989	14802
2123	3990	14798
2124	3992	14794
2125	3993	14789
2126	3994	14784
2127	3995	14779
2128	3996	14775
2129	3998	14773
2130	4001	14775
2131	4003	14774
2132	4005	14773
2133	4007	14772
2134	4009	14771
2135	4011	14770
2136	4014	14770
2137	4016	14768
2138	4018	14766
2139	4020	14765
2140	4022	14764
2141	4024	14763
2142	4026	14762
2143	4028	14760
2144	4030	14758
2145	4037	14775
2146	4045	14797
2147	4049	14802
2148	4057	14823
2149	4061	14828
2150	4063	14827
2151	4066	14829
2152	4068	14829
2153	4070	14827
2154	4074	14831
2155	4076	14830
2156	4078	14828
2157	4081	14833
2158	4083	14831
2159	4086	14830
2160	4089	14833
2161	4091	14831
2162	4093	14830
2163	4097	14838
2164	4100	14837
2165	4102	14836
2166	4104	14836
2167	4106	14834
2168	4108	14833
2169	4111	14835
2170	4113	14833
2171	4116	14836
2172	4118	14833
2173	4122	14840
2174	4125	14843
2175	4130	14850
2176	4133	14853
2177	4135	14851
2178	4138	14854
2179	4140	14853
2180	4142	14851
2181	4147	14858
2182	4148	14856
2183	4150	14853
2184	4151	14849
2185	4153	14847
2186	4155	14846
2187	4157	14842
2188	4158	14837
2189	4159	14832
2190	4161	14833
2191	4163	14829
2192	4164	14824
2193	4165	14819
2194	4166	14814
2195	4167	14810
2196	4168	14805
2197	4169	14800
2198	4170	14795
2199	4171	14790
2200	4172	14786
2201	4174	14781
2202	4175	14777
2203	4176	14772
2204	4177	14767
2205	4178	14762
2206	4179	14757
2207	4181	14755
2208	4183	14753
2209	4184	14749
2210	4185	14744
2211	4186	14739
2212	4188	14736
2213	4189	14732
2214	4191	14731
2215	4193	14729
2216	4196	14731
2217	4198	14729
2218	4200	14728
2219	4202	14728
2220	4204	14727
2221	4206	14726
2222	4210	14728
2223	4212	14727
2224	4214	14725
2225	4216	14724
2226	4218	14725
2227	4220	14722
2228	4222	14721
2229	4224	14718
2230	4226	14718
2231	4227	14713
2232	4228	14709
2233	4229	14703
2234	4231	14699
2235	4232	14695
2236	4233	14690
2237	4234	14686
2238	4236	14683
2239	4237	14679
2240	4238	14675
2241	4239	14670
2242	4240	14666
2243	4241	14661
2244	4242	14656
2245	4244	14651
2246	4245	14647
2247	4246	14642
2248	4247	14638
2249	4248	14634
2250	4249	14629
2251	4250	14625
2252	4252	14620
2253	4253	14616
2254	4254	14611
2255	4255	14606
2256	4256	14602
2257	4257	14598
2258	4258	14593
2259	4259	14588
2260	4260	14584
2261	4262	14579
2262	4263	14574
2263	4264	14570
2264	4265	14565
2265	4266	14562
2266	4267	14557
2267	4268	14553
2268	4269	14548
2269	4271	14544
2270	4272	14539
2271	4273	14536
2272	4274	14531
2273	4275	14527
2274	4276	14522
2275	4278	14518
2276	4279	14513
2277	4280	14511
2278	4282	14509
2279	4283	14504
2280	4284	14500
2281	4285	14495
2282	4287	14491
2283	4288	14486
2284	4289	14482
2285	4290	14477
2286	4291	14472
2287	4292	14468
2288	4293	14464
2289	4294	14460
2290	4296	14455
2291	4297	14450
2292	4298	14446
2293	4299	14441
2294	4300	14437
2295	4301	14433
2296	4302	14428
2297	4303	14424
2298	4304	14419
2299	4305	14415
2300	4307	14410
2301	4308	14407
2302	4309	14403
2303	4310	14398
2304	4311	14394
2305	4312	14389
2306	4313	14385
2307	4315	14381
2308	4316	14377
2309	4317	14373
2310	4318	14369
2311	4319	14364
2312	4320	14359
2313	4322	14357
2314	4323	14353
2315	4324	14348
2316	4325	14344
2317	4327	14340
2318	4328	14335
2319	4329	14332
2320	4330	14327
2321	4331	14323
2322	4332	14319
2323	4333	14314
2324	4335	14310
2325	4336	14308
2326	4338	14304
2327	4339	14299
2328	4340	14294
2329	4341	14290
2330	4342	14285
2331	4343	14282
2332	4344	14278
2333	4345	14273
2334	4346	14269
2335	4347	14264
2336	4349	14260
2337	4350	14256
2338	4351	14252
2339	4352	14248
2340	4353	14244
2341	4354	14240
2342	4356	14235
2343	4357	14231
2344	4359	14230
2345	4361	14229
2346	4364	14230
2347	4367	14232
2348	4370	14236
2349	4374	14239
2350	4377	14242
2351	4379	14240
2352	4381	14239
2353	4383	14238
2354	4385	14237
2355	4387	14235
2356	4389	14234
2357	4391	14231
2358	4393	14231
2359	4395	14228
2360	4397	14227
2361	4398	14223
2362	4399	14218
2363	4400	14214
2364	4401	14209
2365	4402	14205
2366	4403	14200
2367	4404	14196
2368	4406	14192
2369	4407	14188
2370	4408	14184
2371	4410	14183
2372	4411	14179
2373	4412	14175
2374	4413	14171
2375	4415	14166
2376	4415	14161
2377	4417	14157
2378	4418	14153
2379	4419	14149
2380	4420	14145
2381	4421	14141
2382	4422	14136
2383	4423	14132
2384	4424	14127
2385	4425	14123
2386	4426	14118
2387	4428	14114
2388	4429	14110
2389	4430	14105
2390	4431	14101
2391	4431	14096
2392	4433	14092
2393	4434	14087
2394	4435	14083
2395	4436	14078
2396	4437	14074
2397	4438	14070
2398	4439	14065
2399	4440	14062
2400	4442	14058
2401	4443	14054
2402	4444	14050
2403	4445	14045
2404	4446	14041
2405	4447	14038
2406	4449	14034
2407	4450	14030
2408	4451	14025
2409	4452	14021
2410	4453	14017
2411	4454	14014
2412	4456	14011
2413	4457	14008
2414	4458	14004
2415	4459	14000
2416	4461	13997
2417	4462	13993
2418	4463	13989
2419	4464	13985
2420	4466	13980
2421	4467	13976
2422	4468	13973
2423	4469	13969
2424	4470	13965
2425	4471	13960
2426	4472	13956
2427	4474	13952
2428	4475	13950
2429	4476	13946
2430	4477	13942
2431	4478	13937
2432	4480	13933
2433	4481	13929
2434	4482	13926
2435	4484	13925
2436	4486	13923
2437	4487	13920
2438	4489	13918
2439	4491	13916
2440	4493	13914
2441	4494	13910
2442	4495	13906
2443	4496	13902
2444	4497	13898
2445	4498	13893
2446	4499	13889
2447	4500	13885
2448	4502	13882
2449	4503	13879
2450	4505	13876
2451	4507	13875
2452	4512	13882
2453	4514	13880
2454	4515	13878
2455	4517	13877
2456	4519	13875
2457	4521	13873
2458	4524	13875
2459	4526	13874
2460	4528	13872
2461	4592	14061
2462	4599	14075
2463	4605	14084
2464	4608	14086
2465	4613	14094
2466	4619	14105
2467	4621	14103
2468	4631	14127
2469	4634	14128
2470	4637	14129
2471	4638	14126
2472	4640	14124
2473	4642	14121
2474	4643	14117
2475	4646	14120
2476	4648	14117
2477	4649	14114
2478	4651	14112
2479	4653	14110
2480	4655	14108
2481	4656	14105
2482	4658	14102
2483	4659	14099
2484	4660	14095
2485	4662	14091
2486	4663	14086
2487	4664	14082
2488	4665	14078
2489	4666	14074
2490	4667	14070
2491	4668	14066
2492	4669	14062
2493	4671	14057
2494	4673	14056
2495	4675	14055
2496	4676	14051
2497	4677	14046
2498	4678	14042
2499	4679	14038
2500	4680	14034
2501	4681	14030
2502	4682	14026
2503	4683	14021
2504	4684	14017
2505	4686	14013
2506	4687	14010
2507	4688	14006
2508	4689	14002
2509	4691	13998
2510	4692	13995
2511	4693	13991
2512	4694	13987
2513	4696	13984
2514	4697	13979
2515	4698	13975
2516	4699	13971
2517	4700	13966
2518	4701	13963
2519	4703	13959
2520	4704	13955
2521	4705	13950
2522	4706	13946
2523	4707	13942
2524	4708	13939
2525	4709	13935
2526	4710	13931
2527	4711	13926
2528	4713	13922
2529	4713	13918
2530	4715	13915
2531	4716	13911
2532	4717	13907
2533	4718	13903
2534	4719	13898
2535	4720	13894
2536	4721	13890
2537	4723	13886
2538	4724	13882
2539	4725	13878
2540	4726	13873
2541	4727	13869
2542	4728	13865
2543	4729	13862
2544	4730	13857
2545	4731	13853
2546	4732	13849
2547	4734	13845
2548	4735	13841
2549	4736	13838
2550	4737	13834
2551	4738	13830
2552	4739	13825
2553	4740	13821
2554	4741	13817
2555	4743	13815
2556	4744	13811
2557	4745	13806
2558	4746	13802
2559	4747	13798
2560	4748	13794
2561	4750	13790
2562	4751	13786
2563	4752	13782
2564	4753	13778
2565	4754	13774
2566	4755	13769
2567	4756	13766
2568	4757	13761
2569	4758	13757
2570	4759	13753
2571	4760	13749
2572	4761	13745
2573	4762	13740
2574	4764	13737
2575	4765	13733
2576	4767	13731
2577	4769	13730
2578	4771	13731
2579	4773	13729
2580	4775	13727
2581	4778	13728
2582	4780	13727
2583	4782	13725
2584	4785	13726
2585	4787	13725
2586	4789	13723
2587	4791	13723
2588	4793	13722
2589	4798	13727
2590	4799	13725
2591	4801	13724
2592	4803	13719
2593	4804	13716
2594	4805	13713
2595	4806	13709
2596	4807	13705
2597	4809	13701
2598	4810	13697
2599	4811	13694
2600	4812	13690
2601	4813	13686
2602	4814	13682
2603	4816	13680
2604	4818	13678
2605	4819	13674
2606	4820	13670
2607	4821	13666
2608	4822	13662
2609	4823	13658
2610	4825	13654
2611	4826	13652
2612	4827	13648
2613	4829	13644
2614	4831	13643
2615	4832	13641
2616	4833	13637
2617	4835	13633
2618	4836	13629
2619	4837	13625
2620	4838	13622
2621	4839	13619
2622	4841	13615
2623	4842	13611
2624	4843	13607
2625	4846	13608
2626	4847	13604
2627	4848	13600
2628	4849	13596
2629	4850	13592
2630	4851	13588
2631	4853	13586
2632	4854	13582
2633	4855	13578
2634	4856	13574
2635	4858	13571
2636	4861	13573
2637	4879	13617
2638	4883	13620
2639	4885	13619
2640	4886	13617
2641	4910	13675
2642	4921	13698
2643	4922	13696
2644	4928	13704
2645	4941	13734
2646	4957	13771
2647	4959	13770
2648	4968	13788
2649	4972	13791
2650	4974	13790
2651	4976	13789
2652	4979	13791
2653	4983	13794
2654	4996	13823
2655	5003	13835
2656	5005	13834
2657	5008	13835
2658	5012	13838
2659	5030	13882
2660	5046	13917
2661	5048	13916
2662	5050	13916
2663	5053	13916
2664	5055	13914
2665	5057	13913
2666	5060	13914
2667	5084	13974
2668	5087	13972
2669	5089	13971
2670	5091	13970
2671	5093	13968
2672	5095	13967
2673	5098	13967
2674	5100	13967
2675	5103	13967
2676	5106	13969
2677	5108	13968
2678	5110	13966
2679	5112	13965
2680	5114	13962
2681	5117	13964
2682	5128	13986
2683	5137	14004
2684	5142	14009
2685	5144	14008
2686	5147	14010
2687	5156	14025
2688	5159	14028
2689	5162	14029
2690	5165	14031
2691	5169	14032
2692	5171	14030
2693	5173	14029
2694	5176	14030
2695	5178	14029
2696	5180	14027
2697	5182	14026
2698	5184	14023
2699	5186	14022
2700	5187	14019
2701	5189	14017
2702	5191	14013
2703	5192	14009
2704	5194	14008
2705	5197	14009
2706	5198	14005
2707	5199	14001
2708	5200	13997
2709	5201	13993
2710	5203	13990
2711	5204	13986
2712	5205	13982
2713	5207	13978
2714	5210	13981
2715	5219	13997
2716	5229	14017
2717	5231	14016
2718	5235	14018
2719	5237	14017
2720	5239	14015
2721	5245	14023
2722	5248	14024
2723	5249	14021
2724	5250	14017
2725	5251	14013
2726	5252	14009
2727	5256	14013
2728	5258	14010
2729	5259	14006
2730	5261	14003
2731	5262	13999
2732	5263	13995
2733	5264	13991
2734	5265	13987
2735	5266	13983
2736	5270	13985
2737	5271	13981
2738	5272	13977
2739	5273	13973
2740	5275	13970
2741	5276	13966
2742	5277	13962
2743	5278	13958
2744	5279	13954
2745	5281	13950
2746	5284	13952
2747	5285	13948
2748	5286	13944
2749	5287	13939
2750	5288	13935
2751	5290	13933
2752	5291	13929
2753	5292	13924
2754	5293	13920
2755	5294	13916
2756	5295	13912
2757	5297	13910
2758	5299	13907
2759	5300	13903
2760	5301	13899
2761	5302	13895
2762	5303	13891
2763	5304	13887
2764	5305	13883
2765	5307	13879
2766	5308	13875
2767	5309	13872
2768	5310	13868
2769	5312	13867
2770	5313	13863
2771	5315	13859
2772	5317	13857
2773	5318	13853
2774	5319	13849
2775	5321	13847
2776	5322	13843
2777	5323	13839
2778	5325	13836
2779	5327	13835
2780	5329	13834
2781	5331	13832
2782	5333	13830
2783	5335	13828
2784	5338	13830
2785	5340	13828
2786	5342	13826
2787	5345	13828
2788	5347	13826
2789	5350	13826
2790	5351	13823
2791	5356	13827
2792	5359	13828
2793	5360	13824
2794	5361	13820
2795	5362	13816
2796	5363	13812
2797	5365	13809
2798	5366	13805
2799	5367	13801
2800	5370	13803
2801	5372	13800
2802	5373	13796
2803	5374	13792
2804	5375	13788
2805	5376	13784
2806	5377	13780
2807	5379	13777
2808	5380	13774
2809	5381	13770
2810	5382	13766
2811	5384	13764
2812	5387	13764
2813	5412	13821
2814	5414	13820
2815	5420	13828
2816	5425	13833
2817	5426	13829
2818	5427	13825
2819	5428	13822
2820	5432	13825
2821	5434	13822
2822	5435	13818
2823	5436	13814
2824	5437	13810
2825	5439	13807
2826	5440	13803
2827	5441	13799
2828	5442	13795
2829	5443	13791
2830	5446	13791
2831	5447	13787
2832	5448	13783
2833	5449	13778
2834	5450	13774
2835	5451	13771
2836	5452	13767
2837	5453	13763
2838	5454	13759
2839	5456	13755
2840	5457	13751
2841	5459	13751
2842	5461	13747
2843	5462	13744
2844	5463	13740
2845	5464	13735
2846	5465	13732
2847	5467	13728
2848	5468	13725
2849	5469	13721
2850	5470	13716
2851	5471	13713
2852	5473	13711
2853	5474	13707
2854	5475	13703
2855	5476	13699
2856	5477	13695
2857	5490	13720
2858	5542	13842
2859	5556	13872
2860	5574	13909
2861	5583	13924
2862	5584	13920
2863	5585	13917
2864	5586	13913
2865	5588	13909
2866	5589	13905
2867	5590	13902
2868	5592	13899
2869	5594	13899
2870	5596	13895
2871	5597	13891
2872	5598	13887
2873	5599	13884
2874	5601	13880
2875	5602	13876
2876	5603	13872
2877	5604	13869
2878	5605	13865
2879	5606	13861
2880	5608	13857
2881	5609	13853
2882	5610	13849
2883	5611	13845
2884	5612	13842
2885	5613	13838
2886	5614	13834
2887	5615	13829
2888	5616	13825
2889	5618	13821
2890	5619	13818
2891	5620	13814
2892	5622	13812
2893	5624	13811
2894	5627	13812
2895	5629	13809
2896	5632	13809
2897	5634	13807
2898	5636	13805
2899	5637	13803
2900	5639	13800
2901	5641	13798
2902	5643	13797
2903	5645	13794
2904	5647	13793
2905	5649	13791
2906	5651	13789
2907	5653	13788
2908	5656	13787
2909	5657	13785
2910	5660	13784
2911	5662	13782
2912	5664	13781
2913	5666	13779
2914	5668	13777
2915	5670	13775
2916	5672	13774
2917	5674	13771
2918	5676	13770
2919	5678	13768
2920	5680	13767
2921	5682	13763
2922	5684	13762
2923	5685	13758
2924	5686	13754
2925	5687	13750
2926	5689	13747
2927	5690	13745
2928	5691	13741
2929	5693	13737
2930	5694	13733
2931	5695	13729
2932	5696	13725
2933	5697	13721
2934	5698	13717
2935	5699	13713
2936	5700	13709
2937	5702	13705
2938	5703	13701
2939	5704	13697
2940	5705	13694
2941	5706	13690
2942	5707	13686
2943	5708	13682
2944	5709	13678
2945	5710	13674
2946	5711	13670
2947	5713	13666
2948	5714	13662
2949	5715	13658
2950	5716	13654
2951	5717	13651
2952	5720	13650
2953	5722	13648
2954	5724	13646
2955	5726	13644
2956	5727	13642
2957	5729	13641
2958	5732	13639
2959	5733	13637
2960	5735	13635
2961	5737	13633
2962	5739	13631
2963	5741	13629
2964	5743	13627
2965	5745	13625
2966	5747	13624
2967	5751	13627
2968	5754	13627
2969	5755	13623
2970	5756	13619
2971	5757	13615
2972	5758	13611
2973	5760	13608
2974	5762	13606
2975	5763	13602
2976	5764	13598
2977	5765	13594
2978	5766	13590
2979	5767	13586
2980	5768	13582
2981	5769	13578
2982	5770	13574
2983	5771	13570
2984	5772	13566
2985	5774	13563
2986	5775	13559
2987	5776	13555
2988	5777	13552
2989	5778	13548
2990	5779	13544
2991	5780	13540
2992	5782	13536
2993	5783	13532
2994	5784	13529
2995	5785	13524
2996	5786	13521
2997	5787	13517
2998	5788	13512
2999	5789	13508
3000	5790	13504
3001	5791	13500
3002	5792	13497
3003	5793	13493
3004	5794	13489
3005	5795	13485
3006	5797	13481
3007	5798	13477
3008	5799	13473
3009	5800	13469
3010	5801	13465
3011	5802	13462
3012	5803	13458
3013	5804	13454
3014	5805	13450
3015	5806	13446
3016	5808	13443
3017	5809	13439
3018	5810	13435
3019	5811	13431
3020	5812	13428
3021	5813	13424
3022	5814	13420
3023	5815	13416
3024	5816	13412
3025	5817	13408
3026	5819	13404
3027	5820	13400
3028	5821	13398
3029	5826	13403
3030	5828	13401
3031	5830	13399
3032	5832	13397
3033	5839	13408
3034	5849	13423
3035	5855	13432
3036	5857	13430
3037	5861	13431
3038	5864	13433
3039	5866	13431
3040	5868	13428
3041	5869	13424
3042	5870	13421
3043	5871	13417
3044	5872	13414
3045	5874	13410
3046	5875	13406
3047	5876	13403
3048	5877	13400
3049	5880	13399
3050	5881	13395
3051	5882	13392
3052	5884	13389
3053	5885	13385
3054	5886	13381
3055	5887	13377
3056	5888	13373
3057	5889	13369
3058	5890	13365
3059	5891	13362
3060	5893	13358
3061	5894	13356
3062	5898	13357
3063	5899	13355
3064	5901	13353
3065	5903	13352
3066	5906	13351
3067	5908	13350
3068	5910	13348
3069	5914	13351
3070	5916	13348
3071	5918	13346
3072	5920	13345
3073	5922	13343
3074	5924	13341
3075	5930	13350
3076	5937	13359
3077	5939	13358
3078	5943	13358
3079	5956	13382
3080	5958	13381
3081	5960	13379
3082	5962	13378
3083	5964	13376
3084	5968	13378
3085	5970	13376
3086	5973	13376
3087	5975	13375
3088	5977	13373
3089	5979	13371
3090	5981	13370
3091	5984	13369
3092	5986	13369
3093	5988	13367
3094	5990	13365
3095	5992	13363
3096	5994	13361
3097	5996	13359
3098	5998	13358
3099	6001	13358
3100	6003	13357
3101	6005	13355
3102	6007	13353
3103	6009	13351
3104	6013	13353
3105	6015	13352
3106	6019	13355
3107	6021	13353
3108	6023	13350
3109	6025	13349
3110	6027	13347
3111	6030	13347
3112	6048	13380
3113	6050	13379
3114	6052	13377
3115	6054	13375
3116	6058	13378
3117	6060	13377
3118	6062	13375
3119	6064	13373
3120	6067	13373
3121	6080	13396
3122	6083	13397
3123	6188	13621
3124	6199	13639
3125	6220	13677
3126	6226	13684
3127	6230	13687
3128	6244	13711
3129	6248	13715
3130	6252	13718
3131	6257	13721
3132	6263	13728
3133	6268	13732
3134	6281	13754
3135	6286	13760
3136	6290	13761
3137	6298	13773
3138	6314	13802
3139	6319	13805
3140	6329	13822
3141	6333	13824
3142	6339	13830
3143	6343	13833
3144	6347	13835
3145	6351	13837
3146	6358	13847
3147	6362	13848
3148	6366	13850
3149	6369	13850
3150	6373	13854
3151	6377	13854
3152	6380	13856
3153	6384	13857
3154	6387	13857
3155	6398	13876
3156	6402	13877
3157	6405	13878
3158	6408	13878
3159	6410	13875
3160	6412	13873
3161	6414	13871
3162	6416	13868
3163	6417	13866
3164	6567	14182
3165	6582	14208
3166	6586	14210
3167	6603	14239
3168	6604	14236
3169	6605	14232
3170	6606	14227
3171	6607	14223
3172	6608	14219
3173	6609	14214
3174	6610	14210
3175	6613	14208
3176	6614	14205
3177	6615	14201
3178	6616	14196
3179	6617	14192
3180	6618	14188
3181	6619	14184
3182	6620	14179
3183	6622	14175
3184	6623	14171
3185	6624	14167
3186	6625	14163
3187	6626	14159
3188	6627	14154
3189	6628	14150
3190	6629	14146
3191	6630	14142
3192	6631	14137
3193	6632	14133
3194	6633	14129
3195	6635	14125
3196	6636	14121
3197	6637	14117
3198	6638	14112
3199	6639	14108
3200	6640	14104
3201	6641	14100
3202	6642	14096
3203	6643	14092
3204	6644	14087
3205	6645	14083
3206	6646	14079
3207	6647	14075
3208	6649	14071
3209	6650	14066
3210	6651	14062
3211	6652	14058
3212	6653	14054
3213	6654	14050
3214	6655	14045
3215	6656	14041
3216	6657	14037
3217	6659	14034
3218	6660	14030
3219	6661	14026
3220	6662	14022
3221	6663	14018
3222	6664	14014
3223	6665	14009
3224	6667	14005
3225	6668	14001
3226	6669	13997
3227	6670	13993
3228	6671	13988
3229	6672	13984
3230	6673	13980
3231	6674	13976
3232	6675	13972
3233	6676	13967
3234	6677	13963
3235	6678	13959
3236	6679	13955
3237	6680	13951
3238	6681	13947
3239	6682	13943
3240	6684	13939
3241	6685	13935
3242	6686	13931
3243	6687	13926
3244	6688	13922
3245	6689	13918
3246	6690	13914
3247	6691	13910
3248	6692	13906
3249	6693	13901
3250	6694	13897
3251	6695	13893
3252	6696	13889
3253	6697	13885
3254	6699	13881
3255	6700	13877
3256	6701	13873
3257	6702	13869
3258	6703	13865
3259	6704	13861
