iter	Passed	Remaining
704	1717	22647
705	1718	22627
706	1719	22606
707	1722	22600
708	1723	22583
709	1724	22568
710	1725	22547
711	1726	22527
712	1727	22506
713	1728	22485
714	1730	22467
715	1731	22454
716	1732	22435
717	1733	22414
718	1734	22394
719	1736	22377
720	1737	22357
721	1738	22343
722	1739	22324
723	1740	22304
724	1741	22284
725	1742	22265
726	1744	22246
727	1745	22231
728	1746	22213
729	1747	22192
730	1748	22173
731	1749	22155
732	1750	22135
733	1752	22125
734	1753	22106
735	1754	22088
736	1755	22070
737	1757	22051
738	1758	22033
739	1759	22018
740	1760	22000
741	1761	21981
742	1762	21962
743	1764	21957
744	1766	21947
745	1767	21930
746	1768	21911
747	1769	21891
748	1770	21873
749	1772	21856
750	1773	21841
751	1774	21824
752	1775	21804
753	1776	21785
754	1777	21767
755	1780	21775
756	1782	21758
757	1783	21739
758	1784	21720
759	1785	21703
760	1786	21686
761	1787	21672
762	1788	21655
763	1789	21636
764	1790	21618
765	1791	21599
766	1792	21580
767	1795	21583
768	1796	21567
769	1797	21548
770	1800	21548
771	1808	21617
772	1810	21613
773	1812	21604
774	1814	21594
775	1822	21668
776	1827	21696
777	1834	21745
778	1837	21756
779	1842	21782
780	1846	21795
781	1850	21808
782	1853	21822
783	1855	21813
784	1857	21805
785	1859	21798
786	1861	21788
787	1862	21779
788	1864	21762
789	1865	21744
790	1866	21726
791	1867	21709
792	1868	21691
793	1869	21673
794	1870	21661
795	1871	21644
796	1873	21628
797	1874	21614
798	1875	21598
799	1877	21588
800	1878	21571
801	1879	21554
802	1880	21536
803	1881	21521
804	1882	21503
805	1883	21487
806	1884	21472
807	1885	21455
808	1887	21438
809	1888	21420
810	1889	21404
811	1890	21387
812	1891	21376
813	1892	21360
814	1893	21343
815	1894	21327
816	1896	21310
817	1897	21295
818	1898	21285
819	1899	21269
820	1900	21253
821	1902	21237
822	1903	21221
823	1904	21206
824	1905	21193
825	1906	21178
826	1907	21162
827	1909	21150
828	1910	21135
829	1911	21124
830	1913	21109
831	1914	21094
832	1915	21079
833	1916	21064
834	1917	21048
835	1918	21034
836	1920	21022
837	1922	21017
838	1924	21009
839	1925	20994
840	1926	20983
841	1927	20968
842	1928	20952
843	1929	20935
844	1931	20921
845	1932	20905
846	1933	20893
847	1934	20879
848	1935	20863
849	1936	20847
850	1937	20833
851	1938	20817
852	1940	20804
853	1941	20790
854	1942	20775
855	1943	20760
856	1944	20744
857	1945	20730
858	1947	20720
859	1948	20706
860	1949	20690
861	1950	20675
862	1951	20660
863	1952	20644
864	1953	20633
865	1954	20618
866	1955	20603
867	1956	20587
868	1957	20572
869	1958	20558
870	1960	20548
871	1961	20534
872	1962	20520
873	1963	20505
874	1965	20495
875	1966	20483
876	1968	20474
877	1969	20461
878	1970	20447
879	1971	20432
880	1972	20417
881	1973	20404
882	1975	20392
883	1976	20379
884	1977	20365
885	1978	20350
886	1979	20337
887	1980	20322
888	1981	20311
889	1983	20306
890	1985	20300
891	1989	20314
892	1992	20318
893	1994	20318
894	1996	20313
895	1998	20307
896	2000	20305
897	2002	20299
898	2004	20293
899	2006	20287
900	2008	20281
901	2010	20276
902	2012	20270
903	2014	20267
904	2016	20262
905	2018	20258
906	2020	20256
907	2022	20251
908	2024	20246
909	2026	20244
910	2028	20239
911	2030	20235
912	2032	20233
913	2036	20240
914	2037	20235
915	2041	20242
916	2049	20296
917	2053	20311
918	2055	20308
919	2057	20303
920	2059	20298
921	2062	20304
922	2064	20301
923	2066	20297
924	2068	20293
925	2070	20288
926	2072	20289
927	2074	20282
928	2076	20277
929	2078	20267
930	2080	20264
931	2081	20252
932	2083	20250
933	2084	20237
934	2085	20223
935	2087	20210
936	2088	20196
937	2089	20182
938	2090	20169
939	2091	20155
940	2092	20142
941	2094	20137
942	2095	20127
943	2096	20114
944	2097	20100
945	2098	20088
946	2100	20075
947	2101	20062
948	2102	20049
949	2103	20036
950	2104	20022
951	2105	20008
952	2106	19994
953	2107	19980
954	2108	19968
955	2109	19954
956	2110	19942
957	2111	19930
958	2112	19916
959	2113	19903
960	2114	19890
961	2115	19877
962	2116	19866
963	2118	19853
964	2119	19841
965	2120	19830
966	2121	19818
967	2122	19804
968	2123	19790
969	2124	19777
970	2125	19765
971	2126	19751
972	2127	19739
973	2128	19726
974	2129	19714
975	2130	19702
976	2132	19690
977	2133	19678
978	2134	19666
979	2135	19653
980	2136	19641
981	2137	19629
982	2138	19616
983	2139	19603
984	2140	19593
985	2142	19585
986	2143	19573
987	2144	19560
988	2145	19548
989	2146	19535
990	2147	19522
991	2148	19509
992	2149	19497
993	2150	19485
994	2151	19473
995	2152	19461
996	2153	19448
997	2154	19436
998	2155	19424
999	2156	19412
1000	2158	19400
1001	2159	19389
1002	2160	19377
1003	2161	19364
1004	2162	19353
1005	2163	19345
1006	2166	19346
1007	2168	19340
1008	2169	19335
1009	2171	19331
1010	2173	19326
1011	2175	19321
1012	2179	19336
1013	2182	19337
1014	2183	19332
1015	2185	19327
1016	2187	19322
1017	2189	19317
1018	2218	19553
1019	2222	19567
1020	2225	19569
1021	2227	19565
1022	2229	19562
1023	2231	19558
1024	2233	19559
1025	2235	19554
1026	2237	19551
1027	2240	19551
1028	2242	19548
1029	2244	19544
1030	2246	19540
1031	2248	19540
1032	2252	19550
1033	2254	19548
1034	2256	19542
1035	2258	19539
1036	2260	19534
1037	2264	19549
1038	2266	19547
1039	2268	19547
1040	2270	19544
1041	2272	19539
1042	2275	19543
1043	2278	19549
1044	2280	19546
1045	2283	19543
1046	2284	19538
1047	2286	19534
1048	2288	19529
1049	2291	19529
1050	2293	19525
1051	2295	19522
1052	2297	19519
1053	2299	19515
1054	2301	19514
1055	2305	19523
1056	2307	19519
1057	2309	19518
1058	2310	19508
1059	2311	19498
1060	2312	19486
1061	2314	19475
1062	2315	19463
1063	2316	19451
1064	2317	19441
1065	2318	19434
1066	2320	19429
1067	2322	19419
1068	2323	19409
1069	2324	19398
1070	2325	19386
1071	2326	19375
1072	2327	19365
1073	2328	19354
1074	2329	19344
1075	2331	19336
1076	2334	19338
1077	2335	19328
1078	2336	19318
1079	2337	19307
1080	2338	19296
1081	2339	19286
1082	2340	19274
1083	2342	19263
1084	2343	19252
1085	2344	19247
1086	2346	19242
1087	2348	19237
1088	2350	19232
1089	2352	19227
1090	2354	19222
1091	2355	19217
1092	2357	19213
1093	2359	19209
1094	2361	19204
1095	2363	19199
1096	2365	19195
1097	2366	19187
1098	2368	19181
1099	2369	19174
1100	2371	19168
1101	2373	19165
1102	2375	19157
1103	2376	19149
1104	2377	19139
1105	2378	19130
1106	2379	19118
1107	2381	19108
1108	2382	19098
1109	2383	19087
1110	2384	19076
1111	2385	19066
1112	2386	19058
1113	2388	19048
1114	2389	19037
1115	2390	19026
1116	2391	19016
1117	2392	19006
1118	2393	18994
1119	2394	18984
1120	2395	18973
1121	2396	18964
1122	2397	18955
1123	2399	18945
1124	2400	18934
1125	2401	18924
1126	2402	18913
1127	2403	18902
1128	2404	18892
1129	2405	18881
1130	2406	18870
1131	2407	18860
1132	2408	18850
1133	2409	18839
1134	2410	18830
1135	2412	18820
1136	2413	18809
1137	2414	18799
1138	2415	18789
1139	2416	18778
1140	2417	18768
1141	2418	18758
1142	2419	18747
1143	2420	18737
1144	2421	18727
1145	2422	18718
1146	2424	18709
1147	2425	18700
1148	2426	18690
1149	2427	18680
1150	2428	18670
1151	2429	18660
1152	2430	18649
1153	2431	18639
1154	2432	18629
1155	2433	18618
1156	2434	18608
1157	2435	18598
1158	2436	18587
1159	2437	18577
1160	2438	18566
1161	2439	18556
1162	2440	18547
1163	2441	18536
1164	2442	18526
1165	2444	18517
1166	2445	18506
1167	2446	18496
1168	2447	18487
1169	2448	18477
1170	2449	18467
1171	2450	18458
1172	2451	18448
1173	2452	18438
1174	2453	18428
1175	2454	18418
1176	2455	18408
1177	2456	18399
1178	2457	18388
1179	2458	18378
1180	2459	18369
1181	2460	18359
1182	2461	18349
1183	2463	18340
1184	2464	18330
1185	2465	18320
1186	2466	18311
1187	2467	18301
1188	2468	18292
1189	2469	18283
1190	2470	18274
1191	2472	18268
1192	2473	18259
1193	2474	18249
1194	2475	18240
1195	2476	18231
1196	2477	18221
1197	2478	18213
1198	2480	18204
1199	2481	18195
1200	2482	18186
1201	2483	18176
1202	2484	18167
1203	2485	18159
1204	2486	18150
1205	2487	18141
1206	2488	18131
1207	2489	18122
1208	2491	18113
1209	2492	18105
1210	2493	18095
1211	2494	18086
1212	2495	18078
1213	2496	18068
1214	2497	18059
1215	2498	18050
1216	2500	18044
1217	2501	18035
1218	2502	18026
1219	2503	18016
1220	2505	18014
1221	2509	18024
1222	2511	18020
1223	2512	18017
1224	2515	18018
1225	2517	18016
1226	2519	18013
1227	2522	18015
1228	2523	18012
1229	2525	18009
1230	2528	18010
1231	2530	18008
1232	2532	18004
1233	2534	18001
1234	2536	18000
1235	2537	17995
1236	2539	17990
1237	2541	17986
1238	2543	17984
1239	2544	17977
1240	2545	17968
1241	2546	17958
1242	2548	17957
1243	2550	17949
1244	2551	17941
1245	2552	17932
1246	2553	17924
1247	2554	17915
1248	2555	17908
1249	2557	17899
1250	2558	17890
1251	2559	17884
1252	2560	17876
1253	2562	17870
1254	2563	17862
1255	2564	17853
1256	2565	17844
1257	2566	17836
1258	2567	17827
1259	2569	17821
1260	2570	17812
1261	2571	17804
1262	2572	17794
1263	2573	17786
1264	2574	17777
1265	2576	17772
1266	2577	17763
1267	2578	17754
1268	2579	17745
1269	2580	17735
1270	2581	17727
1271	2582	17719
1272	2583	17711
1273	2584	17702
1274	2585	17694
1275	2586	17685
1276	2587	17676
1277	2588	17667
1278	2590	17664
1279	2593	17665
1280	2594	17660
1281	2595	17652
1282	2597	17648
1283	2598	17640
1284	2599	17631
1285	2600	17623
1286	2602	17617
1287	2604	17619
1288	2606	17611
1289	2607	17603
1290	2608	17594
1291	2609	17586
1292	2610	17578
1293	2611	17573
1294	2613	17565
1295	2614	17556
1296	2615	17547
1297	2616	17539
1298	2619	17545
1299	2620	17537
1300	2621	17528
1301	2622	17519
1302	2623	17512
1303	2625	17506
1304	2626	17498
1305	2627	17490
1306	2628	17481
1307	2629	17473
1308	2630	17465
1309	2633	17471
1310	2634	17464
1311	2636	17455
1312	2636	17446
1313	2638	17438
1314	2639	17435
1315	2641	17428
1316	2642	17419
1317	2643	17411
1318	2644	17403
1319	2645	17395
1320	2648	17400
1321	2649	17393
1322	2650	17384
1323	2651	17376
1324	2653	17371
1325	2654	17363
1326	2655	17356
1327	2656	17347
1328	2657	17339
1329	2658	17331
1330	2659	17324
1331	2662	17324
1332	2664	17322
1333	2666	17319
1334	2669	17325
1335	2671	17322
1336	2673	17322
1337	2715	17581
1338	2717	17576
1339	2718	17570
1340	2725	17596
1341	2731	17620
1342	2733	17617
1343	2734	17614
1344	2738	17619
1345	2740	17616
1346	2743	17624
1347	2745	17621
1348	2747	17619
1349	2761	17695
1350	2767	17715
1351	2768	17708
1352	2770	17705
1353	2772	17701
1354	2773	17696
1355	2774	17688
1356	2776	17682
1357	2777	17673
1358	2778	17666
1359	2779	17657
1360	2780	17649
1361	2781	17641
1362	2782	17632
1363	2783	17624
1364	2784	17616
1365	2786	17610
1366	2787	17602
1367	2788	17594
1368	2789	17585
1369	2790	17578
1370	2791	17570
1371	2792	17563
1372	2794	17556
1373	2795	17547
1374	2795	17538
1375	2797	17530
1376	2798	17522
1377	2799	17516
1378	2800	17509
1379	2801	17500
1380	2802	17492
1381	2803	17485
1382	2805	17477
1383	2807	17476
1384	2809	17474
1385	2810	17466
1386	2811	17458
1387	2812	17452
1388	2815	17451
1389	2816	17444
1390	2817	17436
1391	2818	17428
1392	2819	17423
1393	2821	17416
1394	2822	17408
1395	2823	17401
1396	2824	17392
1397	2825	17384
1398	2828	17387
1399	2829	17379
1400	2830	17372
1401	2831	17364
1402	2832	17355
1403	2834	17352
1404	2835	17345
1405	2836	17337
1406	2837	17329
1407	2838	17321
1408	2839	17314
1409	2842	17315
1410	2843	17308
1411	2844	17301
1412	2845	17293
1413	2846	17285
1414	2848	17281
1415	2849	17273
1416	2850	17266
1417	2851	17258
1418	2852	17249
1419	2853	17242
1420	2855	17238
1421	2857	17237
1422	2858	17230
1423	2859	17223
1424	2861	17217
1425	2862	17211
1426	2863	17204
1427	2864	17197
1428	2865	17189
1429	2866	17181
1430	2868	17176
1431	2869	17168
1432	2871	17167
1433	2872	17160
1434	2873	17152
1435	2875	17148
1436	2876	17141
1437	2877	17134
1438	2879	17128
1439	2880	17121
1440	2881	17115
1441	2883	17110
1442	2884	17106
1443	2886	17102
1444	2887	17095
1445	2889	17091
1446	2890	17084
1447	2891	17080
1448	2893	17074
1449	2894	17069
1450	2896	17063
1451	2897	17056
1452	2898	17051
1453	2900	17048
1454	2904	17059
1455	2906	17055
1456	2908	17052
1457	2911	17058
1458	2913	17056
1459	2915	17054
1460	2918	17057
1461	2920	17055
1462	2922	17052
1463	2925	17054
1464	2926	17051
1465	2934	17080
1466	2935	17074
1467	2936	17067
1468	2938	17062
1469	2939	17056
1470	2940	17049
1471	2941	17041
1472	2943	17040
1473	2946	17045
1474	2948	17038
1475	2949	17031
1476	2950	17024
1477	2951	17017
1478	2953	17014
1479	2954	17007
1480	2955	17000
1481	2956	16993
1482	2958	16992
1483	2960	16988
1484	2961	16982
1485	2962	16974
1486	2963	16966
1487	2964	16959
1488	2965	16952
1489	2967	16948
1490	2968	16941
1491	2969	16933
1492	2970	16925
1493	2972	16924
1494	2974	16921
1495	2975	16915
1496	2976	16907
1497	2977	16900
1498	2978	16892
1499	2979	16886
1500	2981	16881
1501	2982	16874
1502	2983	16866
1503	2984	16860
1504	2985	16854
1505	2989	16858
1506	2990	16852
1507	2991	16844
1508	2992	16837
1509	2993	16830
1510	2995	16827
1511	2996	16820
1512	2997	16813
1513	2998	16806
1514	2999	16799
1515	3000	16792
1516	3004	16800
1517	3005	16794
1518	3006	16786
1519	3007	16779
1520	3009	16775
1521	3010	16768
1522	3011	16762
1523	3012	16755
1524	3013	16748
1525	3014	16742
1526	3017	16744
1527	3018	16738
1528	3019	16731
1529	3021	16724
1530	3022	16717
1531	3023	16713
1532	3024	16707
1533	3025	16700
1534	3027	16692
1535	3028	16686
1536	3029	16680
1537	3031	16679
1538	3032	16674
1539	3034	16668
1540	3035	16661
1541	3036	16657
1542	3038	16650
1543	3039	16644
1544	3040	16637
1545	3041	16630
1546	3042	16624
1547	3043	16618
1548	3044	16611
1549	3046	16609
1550	3047	16603
1551	3048	16596
1552	3049	16589
1553	3051	16586
1554	3052	16579
1555	3053	16573
1556	3054	16565
1557	3055	16558
1558	3057	16552
1559	3058	16546
1560	3060	16543
1561	3061	16539
1562	3062	16533
1563	3064	16527
1564	3065	16520
1565	3066	16514
1566	3067	16507
1567	3069	16503
1568	3071	16506
1569	3073	16500
1570	3074	16496
1571	3076	16494
1572	3079	16495
1573	3081	16493
1574	3082	16491
1575	3084	16489
1576	3087	16488
1577	3088	16486
1578	3091	16484
1579	3093	16484
1580	3095	16482
1581	3097	16481
1582	3099	16481
1583	3101	16478
1584	3105	16490
1585	3112	16513
1586	3114	16512
1587	3117	16513
1588	3119	16512
1589	3121	16509
1590	3125	16521
1591	3127	16519
1592	3131	16527
1593	3133	16526
1594	3135	16524
1595	3138	16524
1596	3140	16524
1597	3142	16524
1598	3146	16530
1599	3148	16528
1600	3150	16527
1601	3154	16534
1602	3156	16532
1603	3159	16536
1604	3162	16540
1605	3164	16540
1606	3173	16573
1607	3178	16589
1608	3187	16620
1609	3192	16636
1610	3194	16636
1611	3196	16635
1612	3201	16646
1613	3204	16647
1614	3207	16654
1615	3209	16653
1616	3212	16652
1617	3215	16658
1618	3217	16656
1619	3222	16668
1620	3224	16665
1621	3226	16666
1622	3228	16661
1623	3230	16661
1624	3232	16657
1625	3233	16653
1626	3235	16650
1627	3236	16644
1628	3237	16638
1629	3238	16630
1630	3239	16623
1631	3240	16617
1632	3242	16614
1633	3244	16609
1634	3246	16608
1635	3247	16602
1636	3248	16597
1637	3249	16590
1638	3250	16583
1639	3251	16576
1640	3252	16569
1641	3254	16565
1642	3257	16567
1643	3258	16561
1644	3260	16559
1645	3262	16558
1646	3264	16556
1647	3266	16554
1648	3268	16552
1649	3271	16554
1650	3273	16552
1651	3275	16549
1652	3277	16549
1653	3279	16547
1654	3281	16544
1655	3283	16544
1656	3285	16542
1657	3287	16541
1658	3292	16552
1659	3293	16547
1660	3294	16542
1661	3296	16536
1662	3297	16530
1663	3298	16524
1664	3299	16518
1665	3300	16511
1666	3302	16506
1667	3303	16501
1668	3304	16494
1669	3305	16488
1670	3306	16482
1671	3307	16476
1672	3308	16469
1673	3309	16462
1674	3311	16457
1675	3312	16453
1676	3314	16447
1677	3315	16443
1678	3316	16436
1679	3317	16430
1680	3318	16424
1681	3320	16418
1682	3321	16412
1683	3322	16405
1684	3323	16399
1685	3324	16394
1686	3325	16387
1687	3326	16381
1688	3327	16375
1689	3328	16368
1690	3330	16362
1691	3331	16357
1692	3332	16350
1693	3333	16343
1694	3334	16337
1695	3335	16331
1696	3336	16325
1697	3337	16318
1698	3338	16313
1699	3339	16307
1700	3341	16300
1701	3342	16294
1702	3343	16287
1703	3344	16281
1704	3345	16275
1705	3346	16269
