iter	RMSE
313	2.468491635
314	2.467543781
315	2.466280204
316	2.465302162
317	2.464660619
318	2.463981795
319	2.463280747
320	2.462615427
321	2.461812944
322	2.461079143
323	2.460391946
324	2.459534223
325	2.458913564
326	2.457530137
327	2.456673133
328	2.456198735
329	2.455602769
330	2.454311168
331	2.453556535
332	2.452510023
333	2.451540365
334	2.450957885
335	2.449998627
336	2.448802293
337	2.44794169
338	2.44724406
339	2.446511509
340	2.446192953
341	2.445699398
342	2.445028244
343	2.444370586
344	2.443555798
345	2.442939899
346	2.442423793
347	2.441665275
348	2.440290646
349	2.439397001
350	2.439048065
351	2.438299294
352	2.437667975
353	2.437054717
354	2.435970073
355	2.435283378
356	2.434507673
357	2.433703051
358	2.433351096
359	2.4325563
360	2.432231981
361	2.431495294
362	2.430958911
363	2.429857783
364	2.429074477
365	2.428475205
366	2.427578023
367	2.42675915
368	2.42609272
369	2.425620758
370	2.425232503
371	2.424778796
372	2.423719529
373	2.423322065
374	2.422707972
375	2.422168851
376	2.421492707
377	2.421194652
378	2.420620975
379	2.419931165
380	2.419396623
381	2.418792161
382	2.418290552
383	2.41775102
384	2.417123975
385	2.416536024
386	2.415990495
387	2.415137644
388	2.414615739
389	2.414332704
390	2.413584993
391	2.412992962
392	2.412063008
393	2.411460879
394	2.410650076
395	2.40991458
396	2.409327739
397	2.408892475
398	2.408428023
399	2.407720918
400	2.406825035
401	2.405904473
402	2.40511782
403	2.404661276
404	2.404198318
405	2.403798913
406	2.402790592
407	2.402093217
408	2.401382257
409	2.400655644
410	2.399848642
411	2.399057609
412	2.398608335
413	2.398145634
414	2.397556619
415	2.397105626
416	2.396329605
417	2.395962861
418	2.395589017
419	2.394739533
420	2.394102738
421	2.393690193
422	2.393403772
423	2.392552764
424	2.391997988
425	2.391472432
426	2.390964126
427	2.390543968
428	2.390062258
429	2.389690845
430	2.389026637
431	2.3885662
432	2.388111465
433	2.387365436
434	2.386625147
435	2.386087613
436	2.385583867
437	2.384910551
438	2.384535971
439	2.384005
440	2.383434128
441	2.383172989
442	2.382638596
443	2.382372295
444	2.381649193
445	2.38104805
446	2.380205524
447	2.379482565
448	2.378903858
449	2.378388325
450	2.377686754
451	2.376760703
452	2.376411525
453	2.375821503
454	2.375423901
455	2.374578469
456	2.373997352
457	2.373615937
458	2.373127583
459	2.372573629
460	2.371652493
461	2.371257272
462	2.370921149
463	2.370073714
464	2.369715807
465	2.369168146
466	2.368940854
467	2.368659116
468	2.36826997
469	2.36772248
470	2.367368838
471	2.366877214
472	2.366520011
473	2.366083779
474	2.365684632
475	2.365298893
476	2.364989092
477	2.36441333
478	2.364179145
479	2.363841801
480	2.362736196
481	2.362392767
482	2.361713434
483	2.361368598
484	2.360854718
485	2.360575988
486	2.360082265
487	2.35965525
488	2.359009599
489	2.358734008
490	2.357810002
491	2.357100356
492	2.356227808
493	2.355631457
494	2.355066009
495	2.354585686
496	2.354090879
497	2.353627746
498	2.353103418
499	2.352633147
500	2.352322474
501	2.351766321
502	2.351025403
503	2.35049574
504	2.349761744
505	2.349439343
506	2.348968016
507	2.348656943
508	2.347927372
509	2.346987881
510	2.346868542
511	2.346361731
512	2.34578535
513	2.345241401
514	2.344869084
515	2.344232031
516	2.343502567
517	2.342897036
518	2.341979153
519	2.341400826
520	2.340624701
521	2.340317429
522	2.340016496
523	2.339463082
524	2.339081684
525	2.338671187
526	2.338106627
527	2.337623598
528	2.336849816
529	2.33640063
530	2.335837158
531	2.334989121
532	2.334709162
533	2.334284183
534	2.333705251
535	2.333217334
536	2.332942511
537	2.332228094
538	2.331608082
539	2.330689478
540	2.330268383
541	2.329832394
542	2.328954413
543	2.328506409
544	2.327446123
545	2.327054382
546	2.326510106
547	2.325985366
548	2.325306607
549	2.324734707
550	2.324380708
551	2.323841585
552	2.323485803
553	2.322859727
554	2.322523708
555	2.322198614
556	2.321828749
557	2.321352567
558	2.320853877
559	2.320498904
560	2.319956537
561	2.31917942
562	2.318739181
563	2.318568562
564	2.318059599
565	2.317530988
566	2.316588643
567	2.3162826
568	2.315898452
569	2.315360623
570	2.314604162
571	2.314146346
572	2.31362796
573	2.312929098
574	2.312649588
575	2.312312887
576	2.311875027
577	2.311430462
578	2.310484825
579	2.309942253
580	2.309560742
581	2.309327201
582	2.308900092
583	2.308465392
584	2.30815264
585	2.307538734
586	2.307154177
587	2.306736651
588	2.306386939
589	2.306123073
590	2.305866969
591	2.305519953
592	2.305263345
593	2.304911755
594	2.304529075
595	2.304135956
596	2.303736881
597	2.303251711
598	2.302718781
599	2.302089084
600	2.301530723
601	2.300731806
602	2.300316435
603	2.299244282
604	2.29878268
605	2.298484314
606	2.297762566
607	2.297309712
608	2.296733872
609	2.296377899
610	2.295736177
611	2.295375196
612	2.294625746
613	2.294103586
614	2.293677855
615	2.29319596
616	2.29301826
617	2.29278639
618	2.292389093
619	2.291949395
620	2.291472773
621	2.290904623
622	2.290460509
623	2.289892829
624	2.289328566
625	2.288741867
626	2.288371749
627	2.287986917
628	2.287458427
629	2.287034233
630	2.286496993
631	2.286170486
632	2.285434657
633	2.285100461
634	2.284277591
635	2.283526077
636	2.282770522
637	2.282286583
638	2.281867943
639	2.28159032
640	2.281058514
641	2.280520685
642	2.280018868
643	2.279782523
644	2.279464051
645	2.278891601
646	2.278549393
647	2.278305051
648	2.277604884
649	2.276965892
650	2.276366577
651	2.276105255
652	2.275195325
653	2.274602353
654	2.274238191
655	2.273304068
656	2.272769539
657	2.27228787
658	2.271834991
659	2.271437057
660	2.271152161
661	2.270685342
662	2.270250572
663	2.269666766
664	2.269246103
665	2.26886656
666	2.268371095
667	2.268016919
668	2.26751975
669	2.266964858
670	2.266568888
671	2.265980046
672	2.265657433
673	2.265303444
674	2.264828647
675	2.264042758
676	2.263549039
677	2.263160398
678	2.26289096
679	2.262501374
680	2.262112419
681	2.261849177
682	2.261408519
683	2.261032606
684	2.26034783
685	2.259958351
686	2.259400799
687	2.258993731
688	2.258472803
689	2.257393313
690	2.256844869
691	2.256414064
692	2.25537056
693	2.255142823
694	2.254360796
695	2.253763702
696	2.253416245
697	2.252644281
698	2.252204863
699	2.251955592
700	2.251589546
701	2.251235237
702	2.250754577
703	2.250515261
704	2.25010072
705	2.249554618
706	2.248963782
707	2.248619557
708	2.248267096
709	2.24769209
710	2.247277603
711	2.246474612
712	2.246076481
713	2.245750614
714	2.245175815
715	2.244393907
716	2.24405498
717	2.243512612
718	2.243159718
719	2.242865533
720	2.242453066
721	2.242246924
722	2.241985321
723	2.241679818
724	2.24148065
725	2.241236376
726	2.240788762
727	2.239735056
728	2.239303818
729	2.238716641
730	2.238424101
731	2.238172069
732	2.23761286
733	2.23727794
734	2.23678855
735	2.236550042
736	2.236384916
737	2.236093373
738	2.235879254
739	2.235402805
740	2.234171092
741	2.233629517
742	2.233212344
743	2.232696893
744	2.231793738
745	2.231369128
746	2.231125068
747	2.230493843
748	2.230155392
749	2.229903032
750	2.229439121
751	2.229174117
752	2.228784752
753	2.228436508
754	2.227895077
755	2.227683579
756	2.227344702
757	2.226972678
758	2.226689886
759	2.226222559
760	2.225566391
761	2.225160017
762	2.22464943
763	2.224119492
764	2.223720469
765	2.223218515
766	2.222987518
767	2.22247381
768	2.221791718
769	2.221493798
770	2.220799082
771	2.220182924
772	2.219999
773	2.219710242
774	2.219379306
775	2.218923756
776	2.218545771
777	2.217894192
778	2.217436807
779	2.217060308
780	2.216456381
781	2.215877207
782	2.215342265
783	2.214919278
784	2.214663471
785	2.214257832
786	2.213947544
787	2.213431851
788	2.213078716
789	2.212619456
790	2.211676276
791	2.211233578
792	2.210939397
793	2.210401406
794	2.210115472
795	2.20947437
796	2.208680299
797	2.208079894
798	2.207762464
799	2.20746279
800	2.206915476
801	2.206259178
802	2.205791556
803	2.20525607
804	2.204887079
805	2.204308536
806	2.203223038
807	2.202845126
808	2.202570541
809	2.202340142
810	2.201437504
811	2.201114642
812	2.200614765
813	2.200149819
814	2.199905807
815	2.199507795
816	2.199096396
817	2.198418824
818	2.197972798
819	2.197549492
820	2.197276706
821	2.196846937
822	2.196307206
823	2.196096632
824	2.195417545
825	2.194817064
826	2.194563949
827	2.194041723
828	2.193708994
829	2.193153359
830	2.1927211
831	2.192264291
832	2.19188843
833	2.19168212
834	2.191336048
835	2.191028134
836	2.190661839
837	2.190240726
838	2.189782291
839	2.189329115
840	2.189019831
841	2.188636797
842	2.188319141
843	2.187695105
844	2.187192037
845	2.186849952
846	2.1865053
847	2.186051396
848	2.185839502
849	2.185399448
850	2.184969354
851	2.184783867
852	2.18463476
853	2.183920138
854	2.183546289
855	2.18336638
856	2.183027117
857	2.182650412
858	2.182268952
859	2.182056959
860	2.181564598
861	2.181119403
862	2.18060002
863	2.180323047
864	2.180015575
865	2.17964781
866	2.17940659
867	2.178588012
868	2.178030758
869	2.177722249
870	2.177296067
871	2.176670955
872	2.176118665
873	2.175682067
874	2.175461863
875	2.175022587
876	2.174548927
877	2.174281607
878	2.173694504
879	2.173196668
880	2.172875347
881	2.172355691
882	2.171984366
883	2.171698047
884	2.171313564
885	2.170952686
886	2.170579265
887	2.170206286
888	2.169816318
889	2.169449573
890	2.169177374
891	2.168889229
892	2.168520269
893	2.168114327
894	2.167675881
895	2.167016743
896	2.166534783
897	2.16615349
898	2.165497388
899	2.165110112
900	2.164738872
901	2.16431641
902	2.163938971
903	2.163495233
904	2.163073695
905	2.162679571
906	2.162282096
907	2.161863665
908	2.161538435
909	2.161140062
910	2.160727124
911	2.160324668
912	2.160043402
913	2.159462454
914	2.159078243
915	2.15864113
916	2.158364453
917	2.158041614
918	2.157584632
919	2.157099719
920	2.1568235
921	2.155898563
922	2.155565277
923	2.155325113
924	2.154880483
925	2.154482174
926	2.154189631
927	2.153747104
928	2.153329953
929	2.153057927
930	2.152739882
931	2.152423459
932	2.152088348
933	2.151161541
934	2.150764443
935	2.15045365
936	2.150091115
937	2.149875206
938	2.149455973
939	2.148856239
940	2.148475174
941	2.1480803
942	2.147811398
943	2.14735921
944	2.146982932
945	2.146717751
946	2.146378866
947	2.145943441
948	2.145429941
949	2.14507825
950	2.144694636
951	2.144302314
952	2.143966822
953	2.14363124
954	2.143328576
955	2.142709036
956	2.142198966
957	2.14190603
958	2.141528061
959	2.14123762
960	2.140793512
961	2.140532962
962	2.139945581
963	2.139671071
964	2.139388277
965	2.139081042
966	2.138800754
967	2.138468325
968	2.138069137
969	2.137621276
970	2.137364382
971	2.13682818
972	2.13658623
973	2.13633851
974	2.136053817
975	2.135705182
976	2.135504914
977	2.1351934
978	2.134222352
979	2.133840323
980	2.133409605
981	2.133283205
982	2.132904209
983	2.132447726
984	2.132263023
985	2.131848295
986	2.13165488
987	2.131332974
988	2.131027887
989	2.130532572
990	2.130287504
991	2.130042259
992	2.129677762
993	2.129439422
994	2.128954832
995	2.128739885
996	2.128176714
997	2.127699279
998	2.127496478
999	2.127318124
1000	2.126904413
1001	2.126323241
1002	2.126033571
1003	2.125578346
1004	2.12508047
1005	2.124443339
1006	2.124176388
1007	2.123762171
1008	2.123175553
1009	2.122464676
1010	2.122135449
1011	2.12178168
1012	2.12109189
1013	2.120835639
1014	2.120580416
1015	2.120240119
1016	2.119865208
1017	2.119366028
1018	2.118922965
1019	2.118569278
1020	2.118282649
1021	2.117998723
1022	2.11772882
1023	2.117041499
1024	2.116714394
1025	2.116428332
1026	2.115678646
1027	2.11531202
1028	2.115043151
1029	2.11450339
1030	2.11405352
1031	2.113653406
1032	2.113319629
1033	2.113000112
1034	2.112636473
1035	2.112205911
1036	2.111939828
1037	2.111528596
1038	2.110843644
1039	2.110552298
1040	2.110238314
1041	2.109783379
1042	2.109474577
1043	2.109298748
1044	2.108999059
1045	2.108546511
1046	2.108235129
1047	2.107758655
1048	2.107363453
1049	2.1071322
1050	2.106576646
1051	2.10592903
1052	2.105199059
1053	2.104265442
1054	2.103736587
1055	2.103517939
1056	2.103251304
1057	2.102878347
1058	2.102512617
1059	2.10224862
1060	2.101636121
1061	2.10137489
1062	2.100924466
1063	2.100661079
1064	2.100316546
1065	2.100006667
1066	2.099841256
1067	2.099689961
1068	2.099268806
1069	2.098980117
1070	2.098583619
1071	2.098342905
1072	2.09790863
1073	2.097745697
1074	2.097586592
1075	2.097121786
1076	2.096843912
1077	2.096454688
1078	2.096092494
1079	2.095242669
1080	2.094994044
1081	2.094785527
1082	2.094434926
1083	2.09406505
1084	2.093792154
1085	2.093340372
1086	2.093169218
1087	2.093021417
1088	2.09264529
1089	2.092488815
1090	2.092008324
1091	2.091492849
1092	2.091324676
1093	2.090773807
1094	2.090402621
1095	2.090162154
1096	2.08987917
1097	2.089570069
1098	2.089134865
1099	2.089005341
1100	2.088834918
1101	2.088136137
1102	2.087677029
1103	2.087414354
1104	2.087064141
1105	2.086704506
1106	2.086312772
1107	2.085613782
1108	2.085422526
1109	2.08497279
1110	2.084732018
1111	2.084531187
1112	2.083871975
1113	2.083495154
1114	2.083141901
1115	2.082793461
1116	2.082350016
1117	2.082043921
1118	2.081683798
1119	2.081445289
1120	2.080510501
1121	2.0803255
1122	2.079762759
1123	2.079136529
1124	2.078823639
1125	2.078521161
1126	2.078077737
1127	2.077757544
1128	2.077182101
1129	2.07673332
1130	2.076354998
1131	2.076147448
1132	2.076055612
1133	2.075540614
1134	2.075098839
1135	2.074456806
1136	2.074043406
1137	2.073752092
1138	2.073574643
1139	2.073208231
1140	2.072702427
1141	2.071885646
1142	2.07166707
1143	2.071201276
1144	2.070959648
1145	2.070303875
1146	2.069950562
1147	2.069605131
1148	2.069336707
1149	2.069192956
1150	2.068876267
1151	2.068578872
1152	2.068450173
1153	2.06811859
1154	2.06729848
1155	2.066967257
1156	2.06667822
1157	2.066380732
1158	2.066031713
1159	2.065891246
1160	2.065485753
1161	2.065226324
1162	2.06490536
1163	2.064590913
1164	2.064224362
1165	2.063759353
1166	2.06353058
1167	2.063315114
1168	2.063187594
1169	2.062953855
1170	2.062648598
1171	2.062231114
1172	2.061576592
1173	2.061346927
1174	2.060773974
1175	2.060443179
1176	2.060164471
1177	2.059938432
1178	2.059813467
1179	2.059395761
1180	2.05916221
1181	2.05884266
1182	2.058622514
1183	2.058352372
1184	2.058030943
1185	2.057528845
1186	2.05730121
1187	2.05690293
1188	2.056589737
1189	2.056432251
1190	2.056213275
1191	2.055747447
1192	2.055394489
1193	2.054775711
1194	2.05427211
1195	2.053961451
1196	2.053734701
1197	2.053431046
1198	2.053126228
1199	2.052861975
1200	2.052432129
1201	2.05217646
1202	2.051849655
1203	2.051566191
1204	2.051201187
1205	2.051065682
1206	2.050808319
1207	2.05019107
1208	2.049809217
1209	2.049452628
1210	2.049224821
1211	2.048919728
1212	2.048617911
1213	2.048284668
1214	2.048103908
1215	2.047317502
1216	2.047001972
1217	2.046725913
1218	2.046536464
1219	2.045844416
1220	2.045160631
1221	2.04494967
1222	2.044355442
1223	2.043931161
1224	2.043723969
1225	2.043342114
1226	2.043103899
1227	2.042749035
1228	2.042521432
1229	2.042247229
1230	2.041905429
1231	2.041693497
1232	2.041268941
1233	2.0406848
1234	2.040525089
1235	2.040429224
1236	2.040079341
1237	2.039673956
1238	2.039435205
1239	2.038880087
1240	2.038528397
1241	2.038181354
1242	2.037895306
1243	2.03768519
1244	2.037366068
1245	2.037157913
1246	2.036974648
1247	2.036843979
1248	2.036458666
1249	2.036188427
1250	2.035577822
1251	2.035389145
1252	2.035306637
1253	2.03477896
1254	2.034445622
1255	2.03415548
1256	2.033717134
1257	2.033338889
1258	2.033138286
1259	2.033020801
1260	2.032661101
1261	2.032105558
1262	2.031877457
1263	2.031337302
1264	2.031199763
1265	2.030649148
1266	2.03029661
1267	2.029971327
1268	2.02960411
1269	2.029324618
1270	2.028750126
1271	2.028488144
1272	2.028156768
1273	2.027488852
1274	2.027000259
1275	2.026418463
1276	2.025960034
1277	2.025765969
1278	2.025639545
1279	2.025326334
1280	2.024858143
1281	2.024504181
1282	2.024077098
1283	2.023756852
1284	2.023454306
1285	2.023111662
1286	2.022815721
1287	2.022239022
1288	2.021822711
1289	2.021472026
1290	2.021174977
1291	2.020828913
1292	2.020519201
1293	2.020177258
1294	2.019604187
1295	2.01926412
1296	2.018969325
1297	2.01867523
1298	2.018080822
1299	2.01785236
1300	2.017642526
1301	2.017373603
1302	2.016888791
1303	2.016677894
1304	2.0162205
1305	2.015945778
1306	2.015300739
1307	2.015013095
1308	2.014736831
1309	2.014307311
1310	2.013721452
1311	2.013346736
1312	2.013226374
1313	2.012984974
1314	2.012798769
1315	2.01257608
1316	2.012295857
1317	2.012159937
1318	2.01190159
1319	2.011526869
1320	2.01124787
1321	2.010999515
1322	2.010480301
1323	2.01037265
1324	2.009814995
1325	2.009429884
1326	2.008667496
1327	2.008352958
1328	2.008150387
1329	2.007960738
1330	2.007492281
1331	2.007280459
1332	2.007127808
1333	2.006564927
1334	2.006211285
1335	2.005915465
1336	2.005385965
1337	2.005144478
1338	2.004740027
1339	2.004377893
1340	2.004118114
1341	2.00372418
1342	2.003432768
1343	2.003069508
1344	2.002707115
1345	2.002379075
1346	2.002041532
1347	2.00144
1348	2.000782475
1349	2.000614804
1350	2.000241869
1351	1.999736839
1352	1.999473619
1353	1.998827471
1354	1.99794705
1355	1.997613502
1356	1.997270459
1357	1.996776582
1358	1.996636954
1359	1.996142449
1360	1.995686967
1361	1.995147034
1362	1.994771777
1363	1.994537198
1364	1.994212205
1365	1.99402373
1366	1.993697492
1367	1.993398807
1368	1.993095527
1369	1.992665249
1370	1.992521926
1371	1.992153485
1372	1.991846435
1373	1.991728651
1374	1.991580844
1375	1.991306711
1376	1.991043776
1377	1.990768647
1378	1.990105899
1379	1.989774281
1380	1.989249203
1381	1.988963202
1382	1.988548804
1383	1.988297696
1384	1.987977239
1385	1.987624147
1386	1.987305298
1387	1.987143559
1388	1.986970413
1389	1.986858749
1390	1.986257189
1391	1.985970302
1392	1.985579186
1393	1.985422726
1394	1.985106392
1395	1.984814888
1396	1.98463131
1397	1.984323479
1398	1.984080045
1399	1.9834518
1400	1.983210381
1401	1.982790191
1402	1.982605614
1403	1.982214735
1404	1.981959876
1405	1.981800172
1406	1.981399447
1407	1.98109064
1408	1.980713527
1409	1.980415651
1410	1.980154432
1411	1.97984221
1412	1.979394943
1413	1.979088022
1414	1.978725925
1415	1.978432561
1416	1.978103875
1417	1.977939655
1418	1.977687423
1419	1.977426989
1420	1.977259969
1421	1.977005795
1422	1.97649372
1423	1.976265113
1424	1.975939157
1425	1.975340848
1426	1.974838443
1427	1.974564059
1428	1.974363772
1429	1.974084812
1430	1.973841832
1431	1.973542269
1432	1.973202914
1433	1.972693687
1434	1.972396971
1435	1.972274362
1436	1.972009347
1437	1.971838468
1438	1.971674837
1439	1.971088386
1440	1.970629654
1441	1.970323088
1442	1.970006006
1443	1.969824659
1444	1.96966344
1445	1.96947072
1446	1.969203098
1447	1.968889233
1448	1.968675075
1449	1.968288809
1450	1.968155414
1451	1.968058903
1452	1.967844663
1453	1.967621019
1454	1.967465185
1455	1.966945315
1456	1.966709938
1457	1.966604545
1458	1.966252413
1459	1.96612999
1460	1.965617412
1461	1.965207808
1462	1.964876594
1463	1.96439081
1464	1.963821968
1465	1.963470765
1466	1.963148648
1467	1.963015554
1468	1.962690512
1469	1.962473091
1470	1.96227527
1471	1.961998778
1472	1.961338289
1473	1.961188328
1474	1.960649325
1475	1.960319896
1476	1.959686033
1477	1.959210628
1478	1.958949353
1479	1.958701235
1480	1.958383794
1481	1.958197204
1482	1.957931701
1483	1.957733783
1484	1.957395487
1485	1.956914523
1486	1.956615465
1487	1.956401968
1488	1.956212106
1489	1.955983389
1490	1.955336728
1491	1.955048219
1492	1.954824835
1493	1.95429349
1494	1.954104288
1495	1.953918045
1496	1.953405795
1497	1.953064921
1498	1.952590446
1499	1.952130514
1500	1.951811251
1501	1.951533747
1502	1.951210147
1503	1.950826976
1504	1.950670197
1505	1.950500181
1506	1.949994306
1507	1.94971607
1508	1.949417868
1509	1.949195413
1510	1.949041775
1511	1.948708112
1512	1.948289187
1513	1.94801136
1514	1.947713914
1515	1.947510888
1516	1.947307839
1517	1.94712468
1518	1.946981847
1519	1.94671839
1520	1.946409381
1521	1.946006285
1522	1.945763316
1523	1.945480885
1524	1.945388165
1525	1.94509277
1526	1.944645305
1527	1.944495082
1528	1.944101412
1529	1.943750207
1530	1.943405901
1531	1.94309798
1532	1.942863128
1533	1.942536818
1534	1.942255893
1535	1.942010297
1536	1.941638334
1537	1.941341816
1538	1.940949834
1539	1.940328493
1540	1.940055994
1541	1.939872826
1542	1.939614592
1543	1.939289099
1544	1.938924365
1545	1.938665995
1546	1.938490534
1547	1.938362322
1548	1.938147753
1549	1.937937277
1550	1.937758991
1551	1.937430059
1552	1.937252208
1553	1.937075177
1554	1.936825091
1555	1.936428229
1556	1.93591062
1557	1.935521826
1558	1.935143669
1559	1.934796312
1560	1.93461277
1561	1.934425143
1562	1.934152413
1563	1.933881368
1564	1.933361672
1565	1.932867205
1566	1.932441397
1567	1.93234662
1568	1.931884585
1569	1.931183378
1570	1.930860079
1571	1.930713898
1572	1.930479923
1573	1.93019305
1574	1.929855228
1575	1.929730868
1576	1.929447751
1577	1.92886784
1578	1.92864542
1579	1.928344637
1580	1.928089459
1581	1.927674378
1582	1.927407129
1583	1.927262673
1584	1.926943792
1585	1.926742908
1586	1.926239434
1587	1.925772586
1588	1.925416673
1589	1.925259231
1590	1.925076624
1591	1.924941582
1592	1.924476541
1593	1.924004268
1594	1.923781074
1595	1.923333252
1596	1.923157398
1597	1.922780319
1598	1.922559169
1599	1.922146765
1600	1.921816022
1601	1.921444835
1602	1.921256817
1603	1.920887795
1604	1.920520183
1605	1.920179589
1606	1.919989952
1607	1.919860607
1608	1.919688647
1609	1.919555891
1610	1.919257423
1611	1.918950302
1612	1.918819415
1613	1.918550295
1614	1.918322244
1615	1.918127116
1616	1.917845761
1617	1.917624534
1618	1.91749478
1619	1.917145164
1620	1.916970093
1621	1.916609683
1622	1.916408687
1623	1.915882401
1624	1.915750171
1625	1.915584882
1626	1.915134834
1627	1.914971617
1628	1.914713903
1629	1.914463155
1630	1.914132186
1631	1.913690367
1632	1.913449108
1633	1.91332888
1634	1.912930427
1635	1.912777631
1636	1.912547246
1637	1.912411615
1638	1.912209089
1639	1.911987331
1640	1.911573875
1641	1.911057656
1642	1.910663416
1643	1.910402372
1644	1.910290778
1645	1.910001746
1646	1.909743456
1647	1.909574938
1648	1.909266322
1649	1.908927546
1650	1.908684015
1651	1.908109788
1652	1.90780282
1653	1.907679414
1654	1.907273695
1655	1.906838368
1656	1.906439491
1657	1.90633972
1658	1.906080055
1659	1.905921821
1660	1.905617811
1661	1.905466618
1662	1.905083232
1663	1.904730357
1664	1.904539911
