iter	RMSE
1665	1.904276549
1666	1.90395285
1667	1.903734312
1668	1.903546092
1669	1.903377795
1670	1.903069855
1671	1.902913899
1672	1.902790224
1673	1.902588786
1674	1.902197986
1675	1.902036305
1676	1.901612468
1677	1.901315172
1678	1.901193695
1679	1.900955273
1680	1.900831806
1681	1.900526694
1682	1.900349154
1683	1.900053442
1684	1.899800716
1685	1.899581081
1686	1.899382502
1687	1.899288854
1688	1.899138748
1689	1.898851893
1690	1.898458518
1691	1.898048451
1692	1.897861063
1693	1.897559205
1694	1.897256008
1695	1.897024582
1696	1.896784898
1697	1.896668837
1698	1.896528433
1699	1.896208397
1700	1.89597672
1701	1.895672823
1702	1.895356568
1703	1.895197575
1704	1.894870916
1705	1.894496844
1706	1.894282807
1707	1.894015185
1708	1.893736806
1709	1.893545995
1710	1.893288212
1711	1.892997055
1712	1.892619313
1713	1.892296304
1714	1.891900752
1715	1.891482882
1716	1.891351977
1717	1.891067093
1718	1.890966651
1719	1.89065357
1720	1.890082171
1721	1.889530259
1722	1.889281997
1723	1.889062596
1724	1.888801242
1725	1.888313484
1726	1.888083458
1727	1.88766752
1728	1.887412022
1729	1.887221015
1730	1.886993164
1731	1.886749512
1732	1.886457594
1733	1.886331102
1734	1.886100021
1735	1.885851269
1736	1.885618401
1737	1.885335974
1738	1.885051423
1739	1.884743654
1740	1.884583572
1741	1.88426898
1742	1.88401646
1743	1.883760398
1744	1.883406908
1745	1.883272255
1746	1.882994285
1747	1.882710707
1748	1.881919644
1749	1.881608336
1750	1.881364268
1751	1.881064059
1752	1.880849806
1753	1.880709697
1754	1.880327084
1755	1.880046605
1756	1.8798854
1757	1.879481658
1758	1.879241171
1759	1.879032187
1760	1.878729613
1761	1.878505854
1762	1.877965887
1763	1.877796789
1764	1.87746949
1765	1.877263206
1766	1.877135025
1767	1.876954193
1768	1.876864261
1769	1.876601036
1770	1.87633804
1771	1.876142224
1772	1.876028943
1773	1.875809388
1774	1.875629292
1775	1.875452083
1776	1.875330258
1777	1.875176564
1778	1.874812693
1779	1.874639851
1780	1.874497472
1781	1.873739256
1782	1.873605544
1783	1.873212348
1784	1.872679487
1785	1.872569293
1786	1.87240985
1787	1.872027574
1788	1.871768298
1789	1.871589808
1790	1.87123131
1791	1.871118291
1792	1.870982172
1793	1.870472783
1794	1.87019269
1795	1.87005297
1796	1.86994237
1797	1.869595326
1798	1.869144419
1799	1.8687986
1800	1.868594993
1801	1.868476595
1802	1.868190795
1803	1.868079542
1804	1.867697166
1805	1.867475156
1806	1.867146459
1807	1.866871295
1808	1.86675371
1809	1.86634827
1810	1.866210269
1811	1.865916729
1812	1.86573275
1813	1.86557042
1814	1.865418129
1815	1.865216359
1816	1.865095872
1817	1.864944752
1818	1.864788646
1819	1.864589317
1820	1.864297612
1821	1.86422022
1822	1.864091336
1823	1.863708038
1824	1.863615171
1825	1.863529239
1826	1.863244071
1827	1.863073292
1828	1.862803182
1829	1.862516017
1830	1.862269614
1831	1.862125919
1832	1.861843644
1833	1.861700581
1834	1.861610326
1835	1.861371158
1836	1.860879619
1837	1.860534826
1838	1.860379678
1839	1.860223837
1840	1.85994831
1841	1.859500513
1842	1.859353466
1843	1.859153742
1844	1.858811138
1845	1.858720135
1846	1.85856611
1847	1.858406348
1848	1.858262389
1849	1.858159551
1850	1.857702522
1851	1.857408991
1852	1.857227958
1853	1.856859197
1854	1.856720479
1855	1.856637006
1856	1.856311524
1857	1.856021961
1858	1.855846473
1859	1.855758901
1860	1.855553675
1861	1.855396511
1862	1.855191414
1863	1.854648798
1864	1.854496034
1865	1.854390297
1866	1.8539165
1867	1.853701256
1868	1.853545252
1869	1.853359227
1870	1.853164504
1871	1.85267356
1872	1.852365067
1873	1.852144784
1874	1.852007678
1875	1.851596137
1876	1.851195409
1877	1.851111554
1878	1.850795526
1879	1.850550378
1880	1.850364584
1881	1.850100863
1882	1.849855446
1883	1.849645808
1884	1.849251584
1885	1.848817988
1886	1.848516337
1887	1.848322707
1888	1.848112555
1889	1.847582611
1890	1.847103411
1891	1.846714715
1892	1.846512392
1893	1.846369135
1894	1.846249282
1895	1.846086905
1896	1.845850327
1897	1.845611841
1898	1.845247053
1899	1.845041238
1900	1.844662689
1901	1.844492965
1902	1.843780817
1903	1.843613489
1904	1.843426358
1905	1.842971891
1906	1.842753403
1907	1.842690442
1908	1.842431916
1909	1.842174837
1910	1.841876842
1911	1.841733565
1912	1.840968432
1913	1.840355825
1914	1.840246342
1915	1.839946467
1916	1.839553004
1917	1.839472361
1918	1.839235564
1919	1.838922846
1920	1.838778328
1921	1.838643343
1922	1.838524205
1923	1.837604607
1924	1.837498812
1925	1.83734229
1926	1.837119584
1927	1.83693017
1928	1.836739846
1929	1.836633872
1930	1.836498995
1931	1.836164347
1932	1.835922317
1933	1.835733428
1934	1.835631425
1935	1.835435833
1936	1.835206099
1937	1.83512726
1938	1.834832136
1939	1.834686744
1940	1.834500165
1941	1.834376505
1942	1.834056393
1943	1.833836725
1944	1.833296296
1945	1.832719794
1946	1.832504025
1947	1.832381771
1948	1.831787637
1949	1.831713942
1950	1.831490159
1951	1.831256931
1952	1.830928044
1953	1.830814362
1954	1.830624059
1955	1.830427088
1956	1.83011909
1957	1.82984963
1958	1.829402224
1959	1.82926208
1960	1.828894136
1961	1.828570614
1962	1.828258057
1963	1.827835195
1964	1.82763672
1965	1.827340451
1966	1.827156454
1967	1.826728882
1968	1.826276913
1969	1.82597579
1970	1.825841264
1971	1.825494491
1972	1.82537203
1973	1.825188408
1974	1.824883784
1975	1.824602602
1976	1.8245201
1977	1.824271317
1978	1.823975131
1979	1.823846528
1980	1.823708018
1981	1.82361424
1982	1.823475282
1983	1.823196065
1984	1.822854641
1985	1.822743555
1986	1.822548435
1987	1.822226682
1988	1.822010753
1989	1.821637922
1990	1.821430118
1991	1.821320282
1992	1.821194331
1993	1.821053668
1994	1.820751239
1995	1.820493735
1996	1.820368009
1997	1.820108408
1998	1.819831742
1999	1.819541914
2000	1.819370938
2001	1.819191885
2002	1.819027189
2003	1.818775175
2004	1.818555684
2005	1.81828528
2006	1.81811016
2007	1.817973291
2008	1.817786624
2009	1.817648687
2010	1.817477261
2011	1.817366861
2012	1.817249058
2013	1.816730298
2014	1.816623506
2015	1.816307775
2016	1.816172329
2017	1.816026144
2018	1.815719306
2019	1.815559419
2020	1.815135283
2021	1.814825244
2022	1.814679804
2023	1.814519399
2024	1.81425497
2025	1.814084751
2026	1.813974053
2027	1.813852246
2028	1.813681255
2029	1.81340818
2030	1.813160179
2031	1.812898558
2032	1.812764474
2033	1.812623388
2034	1.812472896
2035	1.812334028
2036	1.812180384
2037	1.812026951
2038	1.811858279
2039	1.811687241
2040	1.811558783
2041	1.811257577
2042	1.81111886
2043	1.810935613
2044	1.810669992
2045	1.810582024
2046	1.81024859
2047	1.810006434
2048	1.809681668
2049	1.809515617
2050	1.8091739
2051	1.809084762
2052	1.808954735
2053	1.808694531
2054	1.808499593
2055	1.808260988
2056	1.808124828
2057	1.807855519
2058	1.807728591
2059	1.807466404
2060	1.807097368
2061	1.806805659
2062	1.806599089
2063	1.80647092
2064	1.806358737
2065	1.806103893
2066	1.805899714
2067	1.805651227
2068	1.805424915
2069	1.805316644
2070	1.805103967
2071	1.804955768
2072	1.8044529
2073	1.804381724
2074	1.80409164
2075	1.803956404
2076	1.803779699
2077	1.803379322
2078	1.803176589
2079	1.803062824
2080	1.802838951
2081	1.802602018
2082	1.802464959
2083	1.802202146
2084	1.801995919
2085	1.80170534
2086	1.801421243
2087	1.800991409
2088	1.800614789
2089	1.800225967
2090	1.799708584
2091	1.7994461
2092	1.79927532
2093	1.799125751
2094	1.798908443
2095	1.798335342
2096	1.798192893
2097	1.797963085
2098	1.797874636
2099	1.797653607
2100	1.797348326
2101	1.797202328
2102	1.79694753
2103	1.796733813
2104	1.796602236
2105	1.796307361
2106	1.796102598
2107	1.795872051
2108	1.795741511
2109	1.795647701
2110	1.795456176
2111	1.79522743
2112	1.795031472
2113	1.794788486
2114	1.794279918
2115	1.794135033
2116	1.793973604
2117	1.793767093
2118	1.793525657
2119	1.793322024
2120	1.793222981
2121	1.792983875
2122	1.792732798
2123	1.792604442
2124	1.79247332
2125	1.792041027
2126	1.791744172
2127	1.791487648
2128	1.791320808
2129	1.791053258
2130	1.7908829
2131	1.790701713
2132	1.790433556
2133	1.790259349
2134	1.790005253
2135	1.789896223
2136	1.789298086
2137	1.78916768
2138	1.788931713
2139	1.78872991
2140	1.78866
2141	1.788449378
2142	1.788332705
2143	1.788252035
2144	1.78792326
2145	1.787783632
2146	1.787541973
2147	1.787403669
2148	1.787167569
2149	1.786990506
2150	1.786848765
2151	1.786673773
2152	1.786578069
2153	1.786342686
2154	1.786180103
2155	1.786074415
2156	1.785946387
2157	1.78578757
2158	1.785715407
2159	1.785566089
2160	1.785230464
2161	1.785037964
2162	1.784875484
2163	1.784499615
2164	1.784213473
2165	1.783979421
2166	1.783707299
2167	1.783496694
2168	1.78333318
2169	1.783064564
2170	1.782949701
2171	1.782619281
2172	1.782341767
2173	1.782036895
2174	1.781844092
2175	1.781628648
2176	1.781050529
2177	1.780656403
2178	1.780563003
2179	1.780319257
2180	1.780137115
2181	1.779924303
2182	1.779890083
2183	1.77952639
2184	1.779395316
2185	1.778895206
2186	1.778437307
2187	1.778189096
2188	1.778020971
2189	1.777681272
2190	1.777569899
2191	1.777296341
2192	1.777048419
2193	1.776561
2194	1.77639588
2195	1.776189811
2196	1.776059243
2197	1.775839035
2198	1.775638095
2199	1.775485369
2200	1.775262258
2201	1.774774742
2202	1.774547084
2203	1.774301376
2204	1.774093484
2205	1.773869963
2206	1.773692001
2207	1.773481683
2208	1.773346215
2209	1.7727714
2210	1.772669293
2211	1.772568017
2212	1.772267889
2213	1.772088522
2214	1.771972307
2215	1.771851982
2216	1.771687462
2217	1.771545317
2218	1.771327538
2219	1.771133909
2220	1.770979343
2221	1.770733758
2222	1.770419265
2223	1.770172736
2224	1.770038768
2225	1.769931657
2226	1.769810677
2227	1.76965786
2228	1.769504594
2229	1.769152812
2230	1.768796169
2231	1.768594209
2232	1.768492546
2233	1.768253869
2234	1.7679398
2235	1.767838765
2236	1.767620682
2237	1.767466711
2238	1.767221233
2239	1.76714995
2240	1.766664503
2241	1.766538055
2242	1.76596496
2243	1.765584862
2244	1.765426547
2245	1.76518247
2246	1.764988985
2247	1.76476126
2248	1.764615802
2249	1.764482952
2250	1.764270661
2251	1.764028036
2252	1.763864414
2253	1.763749927
2254	1.763601802
2255	1.763409392
2256	1.763281496
2257	1.763120177
2258	1.762850389
2259	1.76271754
2260	1.762570749
2261	1.762320494
2262	1.762132602
2263	1.761720208
2264	1.76154638
2265	1.761356339
2266	1.760740743
2267	1.760522126
2268	1.760353965
2269	1.759507171
2270	1.759277139
2271	1.759079911
2272	1.758971058
2273	1.75887315
2274	1.758683218
2275	1.757848728
2276	1.757295029
2277	1.757100526
2278	1.757004869
2279	1.756844134
2280	1.756406525
2281	1.756336696
2282	1.756118422
2283	1.756023315
2284	1.755772123
2285	1.755679122
2286	1.755553782
2287	1.755356605
2288	1.755159907
2289	1.755033914
2290	1.754920192
2291	1.754828638
2292	1.754679911
2293	1.754489719
2294	1.754292974
2295	1.754068913
2296	1.753892328
2297	1.753677367
2298	1.753431301
2299	1.753268384
2300	1.753109979
2301	1.752761087
2302	1.752557969
2303	1.752302238
2304	1.752232401
2305	1.752096044
2306	1.751751253
2307	1.751545173
2308	1.751329724
2309	1.751113311
2310	1.750939077
2311	1.750733825
2312	1.75054057
2313	1.750334035
2314	1.749927737
2315	1.749683402
2316	1.749137906
2317	1.749058134
2318	1.748876129
2319	1.748765345
2320	1.748428515
2321	1.748279974
2322	1.748104823
2323	1.748020085
2324	1.747492025
2325	1.747272938
2326	1.747135547
2327	1.747045929
2328	1.747000263
2329	1.746835679
2330	1.746743398
2331	1.746463587
2332	1.746285329
2333	1.746121167
2334	1.745726764
2335	1.745344964
2336	1.745219482
2337	1.745006319
2338	1.744866188
2339	1.744648835
2340	1.744256451
2341	1.744007559
2342	1.743859953
2343	1.743714216
2344	1.743574681
2345	1.743472834
2346	1.743330769
2347	1.743173402
2348	1.743072269
2349	1.742957236
2350	1.742797415
2351	1.742416481
2352	1.742016304
2353	1.741810791
2354	1.741680628
2355	1.741455912
2356	1.741314667
2357	1.741222485
2358	1.741140752
2359	1.740915417
2360	1.740768399
2361	1.74055025
2362	1.740367698
2363	1.74013445
2364	1.740044746
2365	1.739928199
2366	1.739696349
2367	1.739606047
2368	1.739325425
2369	1.739136711
2370	1.738941947
2371	1.738805743
2372	1.738411876
2373	1.738316373
2374	1.73822962
2375	1.738004521
2376	1.737865516
2377	1.737624502
2378	1.737551939
2379	1.737300705
2380	1.737212076
2381	1.737126047
2382	1.73684953
2383	1.736269897
2384	1.73609069
2385	1.736003146
2386	1.735884788
2387	1.735698996
2388	1.735584314
2389	1.73546066
2390	1.735425076
2391	1.735327331
2392	1.735181498
2393	1.73506283
2394	1.734661406
2395	1.734548402
2396	1.734384221
2397	1.734041979
2398	1.73386157
2399	1.733674562
2400	1.733464687
2401	1.733386537
2402	1.733006958
2403	1.732818723
2404	1.732682678
2405	1.732339478
2406	1.732255079
2407	1.732038245
2408	1.731880495
2409	1.731757781
2410	1.731522637
2411	1.731103387
2412	1.730906242
2413	1.730805613
2414	1.730684665
2415	1.730501136
2416	1.730416827
2417	1.730197257
2418	1.729960281
2419	1.729759847
2420	1.729649041
2421	1.72951147
2422	1.729380448
2423	1.729295734
2424	1.729142272
2425	1.728988702
2426	1.728899026
2427	1.728799282
2428	1.728643555
2429	1.728061122
2430	1.727931775
2431	1.72775124
2432	1.727649979
2433	1.727542726
2434	1.72738474
2435	1.727279845
2436	1.72703094
2437	1.726948577
2438	1.726610762
2439	1.726037366
2440	1.725956502
2441	1.725784877
2442	1.725702057
2443	1.725540815
2444	1.725456585
2445	1.725247827
2446	1.725030591
2447	1.724941001
2448	1.724829704
2449	1.724621091
2450	1.724419823
2451	1.72397775
2452	1.723728608
2453	1.723339149
2454	1.723291002
2455	1.722922871
2456	1.722697665
2457	1.722604618
2458	1.72244871
2459	1.722146825
2460	1.721893738
2461	1.721742188
2462	1.721621813
2463	1.721257156
2464	1.721025356
2465	1.720911698
2466	1.720792588
2467	1.72061881
2468	1.720322292
2469	1.720151574
2470	1.72006247
2471	1.719981053
2472	1.71944857
2473	1.719385921
2474	1.719305715
2475	1.718991156
2476	1.718906961
2477	1.718796553
2478	1.718715984
2479	1.718221996
2480	1.718018879
2481	1.717722772
2482	1.717611615
2483	1.717350438
2484	1.717046575
2485	1.716926214
2486	1.716632951
2487	1.716388205
2488	1.716301067
2489	1.716237086
2490	1.715936866
2491	1.715410392
2492	1.715159353
2493	1.715069897
2494	1.715003381
2495	1.714815589
2496	1.714644157
2497	1.71444639
2498	1.714366678
2499	1.714195872
2500	1.713923203
2501	1.71369537
2502	1.713535118
2503	1.713212322
2504	1.713097445
2505	1.712940579
2506	1.712858867
2507	1.712732631
2508	1.712653567
2509	1.712601949
2510	1.712356707
2511	1.712207048
2512	1.711933353
2513	1.711611038
2514	1.711475835
2515	1.711252244
2516	1.711034635
2517	1.710957049
2518	1.71087885
2519	1.710742032
2520	1.710524985
2521	1.710396064
2522	1.710222101
2523	1.710112317
2524	1.709885359
2525	1.709726251
2526	1.709574329
2527	1.709418279
2528	1.709221502
2529	1.709138185
2530	1.709058914
2531	1.708940579
2532	1.708796247
2533	1.708599124
2534	1.708549096
2535	1.708402878
2536	1.708156249
2537	1.7080784
2538	1.70782802
2539	1.707607393
2540	1.707520046
2541	1.707320646
2542	1.707085687
2543	1.70695333
2544	1.706849428
2545	1.706596004
2546	1.706490413
2547	1.706124089
2548	1.705986519
2549	1.705838862
2550	1.705547717
2551	1.705471215
2552	1.705037194
2553	1.70473926
2554	1.704545391
2555	1.704426944
2556	1.704318864
2557	1.704215378
2558	1.70413856
2559	1.704020561
2560	1.703887253
2561	1.703711817
2562	1.703560115
2563	1.703397349
2564	1.703050297
2565	1.702849947
2566	1.702718344
2567	1.702494776
2568	1.702393293
2569	1.702196351
2570	1.701972713
2571	1.701897847
2572	1.701556438
2573	1.701461744
2574	1.701291196
2575	1.701142874
2576	1.701039
2577	1.700934328
2578	1.700661127
2579	1.700116225
2580	1.700041905
2581	1.699875503
2582	1.699745789
2583	1.699390903
2584	1.699286948
2585	1.699205812
2586	1.699110243
2587	1.698913658
2588	1.698730833
2589	1.698644583
2590	1.698457651
2591	1.69821842
2592	1.698143536
2593	1.698041281
2594	1.697880352
2595	1.69775174
2596	1.697648548
2597	1.697585102
2598	1.697459018
2599	1.697135403
2600	1.696378605
2601	1.696168508
2602	1.695987008
2603	1.695805015
2604	1.695731667
2605	1.695410498
2606	1.695252102
2607	1.695110994
2608	1.69494313
2609	1.694550741
2610	1.69434678
2611	1.694051339
2612	1.693718795
2613	1.693575169
2614	1.693363705
2615	1.692969498
2616	1.692892705
2617	1.692540604
2618	1.69207252
2619	1.691987316
2620	1.691883461
2621	1.691698415
2622	1.691321135
2623	1.69120349
2624	1.691068949
2625	1.690715491
2626	1.690548477
2627	1.690314774
2628	1.690223066
2629	1.690091649
2630	1.689876081
2631	1.689690096
2632	1.689555501
2633	1.689274336
2634	1.688882723
2635	1.688757914
2636	1.688728202
2637	1.688452119
2638	1.688271921
2639	1.688007712
2640	1.687919813
2641	1.687628271
2642	1.687467166
2643	1.686939567
2644	1.686779371
2645	1.686566867
2646	1.68645495
2647	1.686322228
2648	1.686060983
2649	1.685951808
2650	1.685746368
2651	1.685535803
2652	1.685469
2653	1.685278858
2654	1.685128866
2655	1.684844301
2656	1.684707179
2657	1.684606233
2658	1.684495825
2659	1.684192815
2660	1.683872064
2661	1.68370265
2662	1.68342248
2663	1.683289605
2664	1.683135001
2665	1.682898014
2666	1.682827958
2667	1.682485854
2668	1.682149538
2669	1.681984688
2670	1.681805669
2671	1.68170884
2672	1.681593632
2673	1.681510566
2674	1.681300821
2675	1.68120151
2676	1.680844964
2677	1.680627346
2678	1.680536537
2679	1.680197928
2680	1.679940939
2681	1.679733306
2682	1.679603116
2683	1.679508482
2684	1.679344311
2685	1.679149069
2686	1.679026292
2687	1.678659648
2688	1.678526322
2689	1.678329294
2690	1.678118628
2691	1.67777825
2692	1.677663878
2693	1.677491966
2694	1.677289135
2695	1.677158215
2696	1.676880154
2697	1.676781136
2698	1.676633312
2699	1.676443856
2700	1.676350766
2701	1.676180361
2702	1.675761726
2703	1.675497588
2704	1.675312472
2705	1.675231971
2706	1.67511133
2707	1.674798459
2708	1.674555167
2709	1.674435736
2710	1.674402963
2711	1.674164529
2712	1.673866214
2713	1.673398085
2714	1.673328204
2715	1.673231587
2716	1.673062676
2717	1.672998051
2718	1.672766281
2719	1.672683498
2720	1.672579535
2721	1.672385797
2722	1.672245483
2723	1.671922264
2724	1.67165365
2725	1.671456158
2726	1.671331044
2727	1.671166167
2728	1.671010738
2729	1.670852253
2730	1.67075752
2731	1.670536387
2732	1.670318524
2733	1.670106691
2734	1.669926154
2735	1.669784992
2736	1.669400132
2737	1.669239686
2738	1.669179616
2739	1.669074466
2740	1.668945003
2741	1.668760547
2742	1.668665105
2743	1.66838129
2744	1.668131352
2745	1.667818382
2746	1.667160685
2747	1.666954004
2748	1.666789015
2749	1.666622922
2750	1.66645268
2751	1.666189057
2752	1.666034695
2753	1.665814835
2754	1.665658573
2755	1.665565303
2756	1.665501017
2757	1.665403487
2758	1.665087005
2759	1.664960633
2760	1.664804145
2761	1.664587813
2762	1.664437249
2763	1.664255421
2764	1.66379067
2765	1.663686539
2766	1.663551203
2767	1.663251972
2768	1.663045539
2769	1.662927575
2770	1.662766761
2771	1.66264901
2772	1.662601979
2773	1.662428493
2774	1.662362635
2775	1.662159707
2776	1.661874343
2777	1.66162234
2778	1.661475488
2779	1.661351622
2780	1.661081096
2781	1.660360924
2782	1.659827711
2783	1.659730397
2784	1.659493669
2785	1.659358749
2786	1.659219475
2787	1.659034202
2788	1.658724855
2789	1.658572298
2790	1.658507802
2791	1.658443437
2792	1.658169747
2793	1.657644365
2794	1.657369914
2795	1.657168828
2796	1.657068755
2797	1.656977839
2798	1.656890007
2799	1.656730469
2800	1.656645051
2801	1.656382959
2802	1.656264824
2803	1.656078382
2804	1.65580178
2805	1.655622865
2806	1.655247426
2807	1.65507315
2808	1.654900288
2809	1.654785911
2810	1.654723138
2811	1.654598504
2812	1.654441705
2813	1.654363799
2814	1.654101174
2815	1.65353853
2816	1.653450075
2817	1.653283826
2818	1.653012407
2819	1.652754723
2820	1.652641157
2821	1.652410086
2822	1.652283146
2823	1.652194319
2824	1.652072439
2825	1.652004929
2826	1.651901516
2827	1.65177767
2828	1.651651676
2829	1.65158968
2830	1.651507214
2831	1.651371015
2832	1.651252651
2833	1.650959891
2834	1.650857455
2835	1.650158435
2836	1.649996821
2837	1.649837785
2838	1.64962927
2839	1.649172868
2840	1.648870404
2841	1.648663951
2842	1.648530769
2843	1.648226642
2844	1.647956432
2845	1.647815138
2846	1.647749937
2847	1.64756718
2848	1.64706214
2849	1.646898026
2850	1.646701789
2851	1.646583891
2852	1.64608593
2853	1.645839194
2854	1.645707103
2855	1.64546278
2856	1.645374063
2857	1.645201629
2858	1.645146132
2859	1.644697592
2860	1.644595687
2861	1.644537173
2862	1.643922432
2863	1.64375708
2864	1.64358341
2865	1.64337036
2866	1.643171098
2867	1.643125613
2868	1.643008243
2869	1.642904188
2870	1.642819981
2871	1.642597704
2872	1.642506589
2873	1.642419377
2874	1.641971152
2875	1.6418828
2876	1.641817038
2877	1.641538645
2878	1.641442503
2879	1.641138327
2880	1.640889972
2881	1.640825556
2882	1.640559988
2883	1.640376783
2884	1.640260972
2885	1.640122917
2886	1.63982169
2887	1.639751881
2888	1.639318828
2889	1.639136412
2890	1.638945889
2891	1.638802147
2892	1.638701572
2893	1.638585524
2894	1.638460464
2895	1.638196285
2896	1.638106855
2897	1.637938909
2898	1.63778521
2899	1.63761968
2900	1.637502074
2901	1.637229786
2902	1.637125394
2903	1.637016848
2904	1.636866552
2905	1.636370999
2906	1.636287347
2907	1.636234527
2908	1.636068672
2909	1.635956367
2910	1.635897967
2911	1.635815207
2912	1.635553969
2913	1.635359612
2914	1.635300028
2915	1.635243418
2916	1.63518327
2917	1.634513772
2918	1.634384355
2919	1.634124359
2920	1.633936772
2921	1.63376199
2922	1.633462871
2923	1.63334292
2924	1.633239391
2925	1.632879494
2926	1.632793036
2927	1.63265558
2928	1.632571195
2929	1.6325176
2930	1.632311598
2931	1.632014933
2932	1.631901806
2933	1.631806897
2934	1.631533653
2935	1.631434749
2936	1.631228286
2937	1.631141329
2938	1.63066887
2939	1.630553313
2940	1.630411361
2941	1.630376689
2942	1.630290695
2943	1.630115372
2944	1.630074279
2945	1.630012971
2946	1.629927781
2947	1.629640634
2948	1.629402643
2949	1.629311206
2950	1.62901699
2951	1.628770282
2952	1.628596368
2953	1.62843594
2954	1.628104635
2955	1.628044046
2956	1.627748942
2957	1.627319018
2958	1.627147431
2959	1.626821568
2960	1.626644675
2961	1.626589578
2962	1.626165806
2963	1.625878944
2964	1.625699048
2965	1.625382213
2966	1.625138379
2967	1.625059584
2968	1.624650693
2969	1.624488093
2970	1.62418741
2971	1.624110012
2972	1.623950389
2973	1.623893952
2974	1.623771995
2975	1.623498398
2976	1.6233747
2977	1.622952674
2978	1.622660708
2979	1.622558767
2980	1.62220062
2981	1.621784723
2982	1.621565107
2983	1.621320187
2984	1.62109535
2985	1.620826003
2986	1.620752974
2987	1.620546743
2988	1.620296165
2989	1.620225995
2990	1.620120678
2991	1.620027896
2992	1.619927016
2993	1.619709423
2994	1.619503608
2995	1.619364023
2996	1.619043661
2997	1.618871587
2998	1.618761659
2999	1.618710611
3000	1.618577078
3001	1.618403707
3002	1.618116417
3003	1.617982826
3004	1.617872501
3005	1.617704639
3006	1.617561248
3007	1.617424203
3008	1.617200624
3009	1.617110419
3010	1.617020323
3011	1.61690117
3012	1.61666775
3013	1.616284714
3014	1.616037641
3015	1.615847313
3016	1.615750876
3017	1.61556901
3018	1.615463519
3019	1.615202518
3020	1.614744628
3021	1.614657517
3022	1.614453523
3023	1.614341624
3024	1.614237752
3025	1.614108406
3026	1.613987859
3027	1.613902794
3028	1.61373933
3029	1.613615338
3030	1.613270552
3031	1.613010288
3032	1.612567887
3033	1.612469644
3034	1.612132773
3035	1.612038315
3036	1.611959559
3037	1.611824834
3038	1.611640035
3039	1.611229023
3040	1.611050542
3041	1.610683544
3042	1.610564442
3043	1.610475126
3044	1.610308243
3045	1.610046884
3046	1.60982125
3047	1.609714325
3048	1.609582758
3049	1.609335285
3050	1.609272498
3051	1.609160375
3052	1.608988094
3053	1.608702759
3054	1.608476428
3055	1.608394507
3056	1.608262987
3057	1.608166421
3058	1.608042746
3059	1.607965851
3060	1.607784609
3061	1.607650718
3062	1.607512272
3063	1.60733538
3064	1.607154809
3065	1.606829683
3066	1.606753322
3067	1.606676146
3068	1.606588418
3069	1.606462654
3070	1.606389522
3071	1.60630918
3072	1.606186177
3073	1.606071166
3074	1.605945806
3075	1.605836043
3076	1.605742912
3077	1.605434466
3078	1.605245693
3079	1.60509354
3080	1.604985835
3081	1.604911435
3082	1.604723861
3083	1.604647074
3084	1.604316673
3085	1.604280131
3086	1.604036274
3087	1.603863651
3088	1.603752373
3089	1.603513779
3090	1.603186311
3091	1.602976907
3092	1.602743986
3093	1.602616461
3094	1.602453923
3095	1.602391611
3096	1.602202408
3097	1.601779683
3098	1.601609173
3099	1.601439609
3100	1.601376051
3101	1.601320165
3102	1.601260229
3103	1.601029254
3104	1.600854633
3105	1.600721065
3106	1.600614193
3107	1.600198088
3108	1.600068535
3109	1.599839672
3110	1.599755798
3111	1.599675449
3112	1.599508388
3113	1.599424313
3114	1.599307513
3115	1.599071958
3116	1.599027833
3117	1.598900345
3118	1.598773905
3119	1.598699625
3120	1.598629359
3121	1.598577373
3122	1.598410004
3123	1.598291877
3124	1.5979297
3125	1.597843601
3126	1.597709589
3127	1.597420454
3128	1.597344596
3129	1.597294375
3130	1.597149944
3131	1.596955426
3132	1.596757897
3133	1.596605135
3134	1.596333413
3135	1.596175131
3136	1.596072819
3137	1.595995916
3138	1.595736735
3139	1.595633378
3140	1.59541044
3141	1.595172767
3142	1.595067178
3143	1.594951177
3144	1.594830899
3145	1.594685122
3146	1.594622636
3147	1.594570349
3148	1.594178032
3149	1.594042149
3150	1.593944179
3151	1.593786284
3152	1.593580626
3153	1.593394077
3154	1.593300219
3155	1.593191991
3156	1.593005396
3157	1.592873664
3158	1.592479509
3159	1.592314752
3160	1.592085995
3161	1.591965174
3162	1.591906166
3163	1.591692776
3164	1.591592177
3165	1.591380362
3166	1.591157809
3167	1.591106485
3168	1.590987194
3169	1.590831738
3170	1.590752832
3171	1.590702912
3172	1.590657397
3173	1.590368308
3174	1.590029693
3175	1.589955837
3176	1.589874093
3177	1.589741005
3178	1.589645856
3179	1.589468884
3180	1.589142286
3181	1.589015806
3182	1.588990833
3183	1.588777565
3184	1.588405339
3185	1.588297554
3186	1.588110171
3187	1.588044995
3188	1.587754684
3189	1.587627925
3190	1.58754298
3191	1.587418179
3192	1.587223716
3193	1.587045471
3194	1.586963997
3195	1.586829276
3196	1.586748741
3197	1.586635464
3198	1.586582008
3199	1.586390919
3200	1.586296511
3201	1.58620612
3202	1.586051614
3203	1.585769241
3204	1.585675981
3205	1.585647052
3206	1.585512215
3207	1.585304682
3208	1.58501138
3209	1.584894117
3210	1.584533545
3211	1.584368312
3212	1.584211982
3213	1.583939907
3214	1.583789472
3215	1.583698125
3216	1.583577348
3217	1.58321337
3218	1.583007788
3219	1.582884074
